Year,Sex,Age,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
1992,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,30.1
1993,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,22.5
1994,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,31.5
1995,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,35.0
1996,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,33.4
1997,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,28.6
1998,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,34.3
1999,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,39.6
2000,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,36.9
2001,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,31.9
2002,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,29.3
2003,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,43.9
2004,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,30.3
2005,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,13.4
2006,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.1
2007,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,28.3
2008,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,28.3
2009,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,20.4
2010,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,11.8
2011,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,21.3
2012,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,20.2
2013,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.6
2014,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.3
2015,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,25.2
2016,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,24.3
2017,Male,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,32.7
1982,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.6
1983,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.4
1984,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.4
1986,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.2
1987,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.0
1988,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.7
1989,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,2.8
1990,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.6
1991,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.8
1992,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,10.5
1993,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.8
1994,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.9
1995,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,7.0
1996,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.0
1997,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.1
1998,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.1
1999,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,7.6
2001,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,8.3
2002,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,8.6
2003,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.4
2004,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.0
2006,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.7
2008,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.6
2010,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.3
2011,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.5
2013,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.4
2014,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.3
2015,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.3
2017,Female,25 to 29,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.0
1981,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,9.4
1982,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.6
1983,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,7.6
1984,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,8.3
1985,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,9.6
1986,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,11.3
1987,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,10.7
1988,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.6
1989,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,8.8
1990,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.0
1991,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.9
1992,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.2
1993,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,9.4
1994,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.0
1995,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,23.9
1996,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.9
1997,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,20.5
1998,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,20.7
1999,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.1
2000,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,18.3
2001,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.6
2002,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.3
2003,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,20.2
2004,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.1
2005,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,18.7
2006,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.1
2007,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,21.3
2008,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.1
2009,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,9.0
2010,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.6
2011,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.6
2012,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,24.2
2013,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,19.8
2014,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.1
2015,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,21.4
2016,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.4
2017,,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.7
1981,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.7
1982,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,21.8
1983,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,11.9
1984,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,9.9
1985,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.5
1986,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.7
1987,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.7
1988,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,30.0
1989,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,13.2
1990,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,24.8
1991,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,19.9
1992,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,29.8
1993,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,18.1
1994,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,29.6
1995,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,47.5
1996,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,22.2
1997,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,34.9
1998,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,35.1
1999,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,30.7
2000,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,28.4
2001,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,31.1
2002,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,32.6
2003,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,34.2
2004,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,29.5
2005,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,26.9
2006,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,29.1
2007,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,31.2
2008,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,19.5
2009,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,13.2
2010,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,27.0
2011,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,18.2
2012,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,38.4
2013,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,30.9
2014,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.6
2015,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,38.6
2016,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,28.5
2017,Male,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,24.9
1981,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.0
1982,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,7.3
1983,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.2
1984,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.7
1985,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.5
1986,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.8
1987,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.5
1989,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.4
1990,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.3
1991,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.1
1992,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.0
1994,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.8
1996,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.8
1997,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.6
1998,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.6
1999,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,3.8
2000,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,8.7
2001,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,2.9
2003,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,7.0
2004,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.2
2005,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,10.8
2006,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,5.6
2007,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,11.7
2008,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.8
2009,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.8
2011,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.9
2012,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,10.1
2013,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,8.8
2014,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,6.6
2015,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.4
2016,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,4.4
2017,Female,30 to 34,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,8.6
1981,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,9.7
1982,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,10.7
1983,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,13.9
1984,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.7
1985,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,11.0
1986,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.8
1987,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.5
1988,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.4
1989,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.9
1990,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.0
1991,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.3
1992,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,19.1
1993,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.1
1994,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.6
1995,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.8
1996,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.9
1997,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.1
1998,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.3
1999,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,18.4
2000,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,20.8
2001,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.9
2002,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.4
2003,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.5
2004,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.4
2005,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.0
2006,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,18.3
2007,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,13.1
2008,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,11.3
2009,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.3
2010,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.2
2011,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,16.0
2012,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.9
2013,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,20.9
2014,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,13.1
2015,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,14.6
2016,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.4
2017,,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,12.8
1981,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,13.5
1982,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,13.9
1983,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,17.5
1984,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,19.2
1985,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,19.9
1986,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,22.7
1987,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,27.8
1988,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,26.5
1989,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,22.6
1990,Male,35 to 39,Wales,,Undefined,Units,"Rate per 100,000 population",W92000004,15.4
