Year,Series,Country,Vaccine,Age,Region,Units,Unit multiplier,Observation status,GeoCode,Value
2014/15,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,97.2
2015/16,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,97.4
2009/10,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.5
2010/11,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.4
2011/12,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.4
2012/13,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.7
2013/14,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.7
2014/15,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.8
2015/16,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.0
2016/17,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.0
2017/18,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.6
2018/19,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.9
2019/20,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.5
2020/21,Proportion of children vaccinated by 2nd birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.8
2009/10,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,92.2
2010/11,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,91.5
2011/12,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,92.7
2012/13,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,94.6
2013/14,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,96.5
2014/15,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,95.8
2015/16,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,95.3
2016/17,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,95.1
2017/18,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,94.7
2018/19,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,94.5
2019/20,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,94.5
2020/21,Proportion of children vaccinated by 2nd birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,94.8
2009/10,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,93.9
2010/11,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,93.3
2011/12,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,93.7
2012/13,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,94.4
2013/14,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,95.3
2014/15,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,95.0
2015/16,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,94.7
2016/17,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,94.5
2017/18,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,94.5
2018/19,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,94.2
2019/20,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,94.1
2020/21,Proportion of children vaccinated by 2nd birthday (%),Wales,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,W92000004,94.4
2009/10,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,96.3
2010/11,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,91.0
2011/12,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,93.7
2012/13,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,95.2
2013/14,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,95.5
2014/15,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,95.7
2015/16,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,95.6
2016/17,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,95.4
2017/18,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,95.2
2018/19,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,94.8
2019/20,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,94.6
2020/21,Proportion of children vaccinated by 2nd birthday (%),Wales,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,W92000004,94.8
2009/10,Proportion of children vaccinated by 2nd birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,96.2
2010/11,Proportion of children vaccinated by 2nd birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,96.0
2011/12,Proportion of children vaccinated by 2nd birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,96.0
2012/13,Proportion of children vaccinated by 2nd birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,96.6
2018/19,Proportion of children vaccinated by 2nd birthday (%),,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,,88.6
2019/20,Proportion of children vaccinated by 2nd birthday (%),Wales,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,W92000004,93.8
2020/21,Proportion of children vaccinated by 2nd birthday (%),Wales,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,W92000004,94.3
2013/14,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.2
2014/15,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.3
2015/16,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.3
2016/17,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,94.8
2017/18,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,93.5
2018/19,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.3
2019/20,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.1
2020/21,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,97.0
2009/10,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,90.1
2010/11,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,90.1
2011/12,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,89.7
2012/13,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,91.3
2013/14,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,93.2
2014/15,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,93.4
2015/16,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,92.1
2016/17,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,92.5
2017/18,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,92.3
2018/19,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,92.6
2019/20,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,92.6
2020/21,Proportion of children vaccinated by 5th birthday (%),Wales,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,W92000004,92.9
2009/10,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,93.4
2010/11,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,94.4
2011/12,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,94.6
2012/13,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,95.8
2013/14,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,96.9
2014/15,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,97.0
2015/16,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,96.8
2016/17,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,96.7
2017/18,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,96.5
2018/19,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,96.8
2019/20,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,96.6
2020/21,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,W92000004,96.6
2009/10,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,W92000004,86.1
2010/11,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,W92000004,86.9
2011/12,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,W92000004,87.1
2012/13,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,W92000004,89.6
2013/14,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,W92000004,92.6
2014/15,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,W92000004,93.1
2015/16,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,W92000004,91.6
2016/17,Proportion of children vaccinated by 5th birthday (%),Wales,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,W92000004,90.3
