Year,Series,Bank account category,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,35 to 44,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,35 to 44,Percentage (%),Units,Normal value,22.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,35 to 44,Percentage (%),Units,Normal value,42.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,35 to 44,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,35 to 44,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,35 to 44,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,35 to 44,Percentage (%),Units,Normal value,7.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,35 to 44,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,35 to 44,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,35 to 44,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,35 to 44,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,45 to 54,Percentage (%),Units,Normal value,95.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,45 to 54,Percentage (%),Units,Normal value,95.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,45 to 54,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,45 to 54,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,45 to 54,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,45 to 54,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,45 to 54,Percentage (%),Units,Normal value,91.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,45 to 54,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,45 to 54,Percentage (%),Units,Normal value,3.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,45 to 54,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,45 to 54,Percentage (%),Units,Normal value,22.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,45 to 54,Percentage (%),Units,Normal value,42.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,45 to 54,Percentage (%),Units,Normal value,7.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,45 to 54,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,45 to 54,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,45 to 54,Percentage (%),Units,Normal value,9.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,45 to 54,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,45 to 54,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,45 to 54,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,45 to 54,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,55 to 59,Percentage (%),Units,Normal value,95.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,55 to 59,Percentage (%),Units,Normal value,95.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,55 to 59,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,55 to 59,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,55 to 59,Percentage (%),Units,Normal value,95.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,55 to 59,Percentage (%),Units,Normal value,95.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,55 to 59,Percentage (%),Units,Normal value,93.0
