Indicator,Alias,Source,Year,Sex,Location,Age,Confidence Interval,Value
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2006,,,,Excluding arms,100
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2007,,,,Excluding arms,100
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2008,,,,Excluding arms,100
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2009,,,,Excluding arms,99.6
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2010,,,,Excluding arms,100
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,1997,,,,Excluding arms,99.998
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,1998,,,,Excluding arms,99.845
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,1999,,,,Excluding arms,99.484
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2000,,,,Excluding arms,99.232
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2001,,,,Excluding arms,99.998
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2002,,,,Excluding arms,99.652
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2003,,,,Excluding arms,99.602
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2004,,,,Excluding arms,99.728
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2005,,,,Excluding arms,99.82
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2006,,,,Excluding arms,100
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2007,,,,Excluding arms,99.995
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2008,,,,Excluding arms,99.954
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2009,,,,Excluding arms,99.621
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2010,,,,Excluding arms,99.971
"8.06 Developed country imports from the LDCs, admitted duty free - Percent","8.06 Developed country imports from the LDCs, admitted duty free - Percent",UNSD_MDG_2012 Country Data,1996,,,,Excluding arms,99.843
1.09 Undernourished population - Million,1.09 Undernourished population - Million,UNSD_MDG_2012 Estimated,1991,,Total,,,3
1.09 Undernourished population - Million,1.09 Undernourished population - Million,UNSD_MDG_2012 Estimated,1996,,Total,,,3
1.09 Undernourished population - Million,1.09 Undernourished population - Million,UNSD_MDG_2012 Estimated,2001,,Total,,,3.1
1.09 Undernourished population - Million,1.09 Undernourished population - Million,UNSD_MDG_2012 Estimated,2007,,Total,,,3
3.02 Share of women in wage employment in the non-agricultural sector - Percent,3.02 Share of women in wage employment in the non-agricultural sector - Percent,UNSD_MDG_2012 Country Data,1995,,Total,,,32.4
3.02 Share of women in wage employment in the non-agricultural sector - Percent,3.02 Share of women in wage employment in the non-agricultural sector - Percent,UNSD_MDG_2012 Country Data,2000,,Total,,,33
Slum population in urban areas - Number,Slum population in urban areas - Number,UNSD_MDG_2012 Estimated,1995,,Total,,,396636
Slum population in urban areas - Number,Slum population in urban areas - Number,UNSD_MDG_2012 Estimated,2000,,Total,,,874039
Slum population in urban areas - Number,Slum population in urban areas - Number,UNSD_MDG_2012 Estimated,2007,,Total,,,1164635
Slum population in urban areas - Number,Slum population in urban areas - Number,UNSD_MDG_2012 Estimated,2009,,Total,,,1207864
Slum population in urban areas - Number,Slum population in urban areas - Number,UNSD_MDG_2012 Estimated,1990,,Total,,,371965
Slum population in urban areas - Number,Slum population in urban areas - Number,UNSD_MDG_2012 Estimated,2005,,Total,,,1129195
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1990,,Total,15-49 yr,,0.55
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1990,,Total,15-49 yr,Lower bound,0.41
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1990,,Total,15-49 yr,Upper bound,1.04
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1991,,Total,15-49 yr,,0.49
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1991,,Total,15-49 yr,Lower bound,0.39
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1991,,Total,15-49 yr,Upper bound,0.82
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1992,,Total,15-49 yr,,0.46
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1992,,Total,15-49 yr,Lower bound,0.37
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1992,,Total,15-49 yr,Upper bound,0.67
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1993,,Total,15-49 yr,,0.42
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1993,,Total,15-49 yr,Lower bound,0.34
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1993,,Total,15-49 yr,Upper bound,0.56
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1994,,Total,15-49 yr,,0.4
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1994,,Total,15-49 yr,Lower bound,0.32
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1994,,Total,15-49 yr,Upper bound,0.49
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1995,,Total,15-49 yr,,0.4
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1995,,Total,15-49 yr,Lower bound,0.32
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1995,,Total,15-49 yr,Upper bound,0.47
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1996,,Total,15-49 yr,,0.39
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1996,,Total,15-49 yr,Lower bound,0.32
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1996,,Total,15-49 yr,Upper bound,0.47
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1997,,Total,15-49 yr,,0.39
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1997,,Total,15-49 yr,Lower bound,0.32
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1997,,Total,15-49 yr,Upper bound,0.47
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1998,,Total,15-49 yr,,0.38
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1998,,Total,15-49 yr,Lower bound,0.31
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1998,,Total,15-49 yr,Upper bound,0.45
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1999,,Total,15-49 yr,,0.37
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1999,,Total,15-49 yr,Lower bound,0.29
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,1999,,Total,15-49 yr,Upper bound,0.44
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2000,,Total,15-49 yr,,0.35
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2000,,Total,15-49 yr,Lower bound,0.28
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2000,,Total,15-49 yr,Upper bound,0.43
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2001,,Total,15-49 yr,,0.34
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2001,,Total,15-49 yr,Lower bound,0.26
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2001,,Total,15-49 yr,Upper bound,0.41
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2002,,Total,15-49 yr,,0.28
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2002,,Total,15-49 yr,Lower bound,0.21
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2002,,Total,15-49 yr,Upper bound,0.35
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2003,,Total,15-49 yr,,0.23
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2003,,Total,15-49 yr,Lower bound,0.15
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2003,,Total,15-49 yr,Upper bound,0.29
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2004,,Total,15-49 yr,,0.19
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2004,,Total,15-49 yr,Lower bound,0.11
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2004,,Total,15-49 yr,Upper bound,0.25
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2005,,Total,15-49 yr,,0.14
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2005,,Total,15-49 yr,Lower bound,0.06
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2005,,Total,15-49 yr,Upper bound,0.22
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2006,,Total,15-49 yr,,0.12
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2006,,Total,15-49 yr,Lower bound,0.03
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2006,,Total,15-49 yr,Upper bound,0.21
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2007,,Total,15-49 yr,,0.12
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2007,,Total,15-49 yr,Lower bound,0.02
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2007,,Total,15-49 yr,Upper bound,0.2
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2008,,Total,15-49 yr,,0.12
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2008,,Total,15-49 yr,Lower bound,0.03
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2008,,Total,15-49 yr,Upper bound,0.25
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2009,,Total,15-49 yr,,0.18
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2009,,Total,15-49 yr,Lower bound,0.07
Incidence of HIV - Percent,Incidence of HIV - Percent,UNSD_MDG_2012 Estimated,2009,,Total,15-49 yr,Upper bound,0.32
"Women to men parity index, as ratio of literacy rates, 15-24 years old - Ratio","Women to men parity index, as ratio of literacy rates, 15-24 years old - Ratio",UNSD_MDG_2012 Country Data,2000,,Total,,,0.98
"Women to men parity index, as ratio of literacy rates, 15-24 years old - Ratio","Women to men parity index, as ratio of literacy rates, 15-24 years old - Ratio",UNSD_MDG_2012 Estimated,2010,,Total,,,1.01
6.03 Population 15-24 year-olds who have comprehensive correct knowledge of HIV/AIDS - Percent,6.03 Population 15-24 year-olds who have comprehensive correct knowledge of HIV/AIDS - Percent,UNSD_MDG_2012 Country Data,2005,Female,,,,50.9
6.03 Population 15-24 year-olds who have comprehensive correct knowledge of HIV/AIDS - Percent,6.03 Population 15-24 year-olds who have comprehensive correct knowledge of HIV/AIDS - Percent,UNSD_MDG_2012 Country Data,2005,Male,,,,53.6
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2004,,Total,,,35
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2004,,,,Lower bound,23
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2004,,,,Upper bound,69
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2005,,Total,,,50
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2005,,,,Lower bound,33
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2005,,,,Upper bound,95
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2006,,Total,,,69
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2006,,,,Lower bound,47
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2006,,,,Upper bound,95
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2007,,Total,,,59
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2007,,,,Lower bound,39
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2007,,,,Upper bound,95
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2008,,Total,,,59
Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,Proportion of HIV-infected pregnant women received antiretroviral drugs to reduce the risk for mother-to-child transmission - Percent,UNSD_MDG_2012 Estimated,2008,,,,Lower bound,39
