Year,Series,Sex,Age,Country,Region,Socio-economic classification,Ethnicity,Country of birth,Units,Unit multiplier,Observation status,GeoCode,Value
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Percentage (%),Units,Normal value,E12000008,14.1
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Percentage (%),Units,Normal value,E12000008,14.5
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Percentage (%),Units,Normal value,E12000008,15.1
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Percentage (%),Units,Normal value,E12000008,15.8
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Percentage (%),Units,Normal value,E12000008,16.3
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,17.3
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.9
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,17.3
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,18.4
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,18.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,20.0
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,22.8
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,24.2
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,24.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,25.8
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Percentage (%),Units,Normal value,E12000009,23.5
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,13.1
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.6
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,18.6
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,18.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,18.8
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,17.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,19.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,22.2
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,23.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,22.0
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Percentage (%),Units,Normal value,E12000009,24.1
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,11.9
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.7
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,12.9
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,15.4
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,13.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,15.8
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.4
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,18.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,20.5
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Percentage (%),Units,Normal value,E12000009,20.3
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,11.4
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,12.2
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.7
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.4
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,15.5
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,16.9
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,17.5
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,19.0
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,19.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Percentage (%),Units,Normal value,E12000009,18.9
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,12.6
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,12.4
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,12.0
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,11.0
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,11.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,11.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,12.2
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,13.0
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,13.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,15.0
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Percentage (%),Units,Normal value,E12000009,14.3
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South West,,,,Percentage (%),Units,Normal value,E12000009,5.2
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South West,,,,Percentage (%),Units,Normal value,E12000009,4.8
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South West,,,,Percentage (%),Units,Normal value,E12000009,5.7
