Year,Disposal Method,Region,Waste collection Authority,Observation status,Unit multiplier,GeoCode,Value
2018 to 2019,Other,North West,Cumbria County Council,Undefined,Units,E12000002,15.864762859932965
2018 to 2019,Other,North West,Greater Manchester WDA (MBC),Undefined,Units,E12000002,1.4212748035845977
2018 to 2019,Other,North West,Lancashire County Council,Undefined,Units,E12000002,5.4828983274160255
2018 to 2019,Other,North West,Merseyside WDA (MBC),Undefined,Units,E12000002,2.273320780131121
2018 to 2019,Other,North West,Blackburn with Darwen Borough Council,Undefined,Units,E12000002,1.728375733855186
2018 to 2019,Other,North West,Blackpool Borough Council,Undefined,Units,E12000002,21.94621433901613
2018 to 2019,Other,North West,Cheshire East,Undefined,Units,E12000002,-0.1958210140770486
2018 to 2019,Other,North West,Cheshire West and Chester,Undefined,Units,E12000002,0.0
2018 to 2019,Other,North West,Halton Borough Council,Undefined,Units,E12000002,0.0016751541141785
2018 to 2019,Other,North West,Warrington Borough Council,Undefined,Units,E12000002,0.739130914426291
2018 to 2019,Other,North West,Wigan MBC,Undefined,Units,E12000002,-0.0379254764387977
2018 to 2019,Other,South East,Buckinghamshire County Council,Undefined,Units,E12000008,0.009824741722655
2018 to 2019,Other,South East,East Sussex County Council,Undefined,Units,E12000008,1.096517466701146
2018 to 2019,Other,South East,Hampshire County Council,Undefined,Units,E12000008,1.8696327082446609
2018 to 2019,Other,South East,Kent County Council,Undefined,Units,E12000008,0.0381315274241945
2018 to 2019,Other,South East,Oxfordshire County Council,Undefined,Units,E12000008,2.2576040916389686
2018 to 2019,Other,South East,Surrey County Council,Undefined,Units,E12000008,2.329111001031684
2018 to 2019,Other,South East,West Sussex County Council,Undefined,Units,E12000008,4.943922057324119
2018 to 2019,Other,South East,Bracknell Forest Borough Council,Undefined,Units,E12000008,0.3201707577374599
2018 to 2019,Other,South East,Brighton and Hove Council,Undefined,Units,E12000008,-0.0035882806753144
2018 to 2019,Other,South East,Isle of Wight Council,Undefined,Units,E12000008,1.1398293336619327
2018 to 2019,Other,South East,Medway Borough Council,Undefined,Units,E12000008,0.0482471441401987
2018 to 2019,Other,South East,Milton Keynes Council,Undefined,Units,E12000008,4.833070866141733
2018 to 2019,Other,South East,Portsmouth City Council,Undefined,Units,E12000008,1.3827359377097597
2018 to 2019,Other,South East,Reading Borough Council,Undefined,Units,E12000008,0.4249804087045632
2018 to 2019,Other,South East,Slough Borough Council,Undefined,Units,E12000008,0.0
2018 to 2019,Other,South East,Southampton City Council,Undefined,Units,E12000008,0.0
2018 to 2019,Other,South East,West Berkshire District Council,Undefined,Units,E12000008,-0.1191974928347574
2018 to 2019,Other,South East,Windsor and Maidenhead Borough Council,Undefined,Units,E12000008,0.0044784808992789
2018 to 2019,Other,South East,Wokingham Council,Undefined,Units,E12000008,0.6149816359650372
2018 to 2019,Other,South West,Devon County Council,Undefined,Units,E12000009,1.5541154349938735
2018 to 2019,Other,South West,Gloucestershire County Council,Undefined,Units,E12000009,0.0644908676324941
2018 to 2019,Other,South West,Bath and North East Somerset Council,Undefined,Units,E12000009,3.083422356026027
2018 to 2019,Other,South West,Bournemouth Borough Council,Undefined,Units,E12000009,6.918977296738901
2018 to 2019,Other,South West,Bristol City Council,Undefined,Units,E12000009,5.091052571008949
2018 to 2019,Other,South West,Cornwall,Undefined,Units,E12000009,-0.0007480326740672
2018 to 2019,Other,South West,Council of the Isles of Scilly,Undefined,Units,E12000009,-0.0611246943765281
2018 to 2019,Other,South West,Dorset Waste Partnership,Undefined,Units,E12000009,2.6938929819546518
2018 to 2019,Other,South West,North Somerset Council,Undefined,Units,E12000009,2.2690804563755744
2018 to 2019,Other,South West,Plymouth City Council,Undefined,Units,E12000009,-0.914910176787331
2018 to 2019,Other,South West,Poole Borough Council,Undefined,Units,E12000009,4.313745515823875
2018 to 2019,Other,South West,Somerset Waste Partnership,Undefined,Units,E12000009,0.0
2018 to 2019,Other,South West,South Gloucestershire Council,Undefined,Units,E12000009,4.367066692565599
2018 to 2019,Other,South West,Swindon Borough Council,Undefined,Units,E12000009,15.145641295759807
2018 to 2019,Other,South West,Torbay Council,Undefined,Units,E12000009,-1.260719121408154
2018 to 2019,Other,South West,Wiltshire,Undefined,Units,E12000009,4.18322799244152
2018 to 2019,Other,West Midlands,Staffordshire County Council,Undefined,Units,E12000005,3.3830968420952825
2018 to 2019,Other,West Midlands,Warwickshire County Council,Undefined,Units,E12000005,3.3416044016467894
2018 to 2019,Other,West Midlands,Worcestershire County Council,Undefined,Units,E12000005,2.292288493207081
2018 to 2019,Other,West Midlands,Birmingham City Council,Undefined,Units,E12000005,0.0
2018 to 2019,Other,West Midlands,Coventry City Council,Undefined,Units,E12000005,0.0
2018 to 2019,Other,West Midlands,Dudley MBC,Undefined,Units,E12000005,0.3277902142628717
2018 to 2019,Other,West Midlands,Herefordshire Council,Undefined,Units,E12000005,0.0228042370272396
2018 to 2019,Other,West Midlands,Sandwell MBC,Undefined,Units,E12000005,-0.0028219093038349
2018 to 2019,Other,West Midlands,Shropshire,Undefined,Units,E12000005,0.0
2018 to 2019,Other,West Midlands,Solihull MBC,Undefined,Units,E12000005,2.7339553889251635
2018 to 2019,Other,West Midlands,Stoke-on-Trent City Council,Undefined,Units,E12000005,1.1902952945347718
2018 to 2019,Other,West Midlands,Telford and Wrekin Council,Undefined,Units,E12000005,0.7532850022655189
2018 to 2019,Other,West Midlands,Walsall MBC,Undefined,Units,E12000005,0.7946522969885066
2018 to 2019,Other,West Midlands,Wolverhampton MBC,Undefined,Units,E12000005,0.2389108198121939
2018 to 2019,Other,Yorkshire and the Humber,North Yorkshire County Council,Undefined,Units,E12000003,3.499305430869109
2018 to 2019,Other,Yorkshire and the Humber,Barnsley Metropolitan Borough Council,Undefined,Units,E12000003,15.513834900155304
2018 to 2019,Other,Yorkshire and the Humber,Bradford City MDC (MBC),Undefined,Units,E12000003,-0.000439848516171
2018 to 2019,Other,Yorkshire and the Humber,Calderdale MBC,Undefined,Units,E12000003,0.0
2018 to 2019,Other,Yorkshire and the Humber,Doncaster MBC,Undefined,Units,E12000003,15.076893191310258
2018 to 2019,Other,Yorkshire and the Humber,East Riding of Yorkshire Council,Undefined,Units,E12000003,0.1882651469030895
2018 to 2019,Other,Yorkshire and the Humber,Kingston-upon-Hull City Council,Undefined,Units,E12000003,2.034351740154443
2018 to 2019,Other,Yorkshire and the Humber,Kirklees MBC,Undefined,Units,E12000003,-1.65258376347128
2018 to 2019,Other,Yorkshire and the Humber,Leeds City Council MBC,Undefined,Units,E12000003,0.0519991301963676
2018 to 2019,Other,Yorkshire and the Humber,North East Lincolnshire Council,Undefined,Units,E12000003,0.3683266657469995
2018 to 2019,Other,Yorkshire and the Humber,North Lincolnshire Council,Undefined,Units,E12000003,0.9775600540403984
2018 to 2019,Other,Yorkshire and the Humber,Rotherham MBC,Undefined,Units,E12000003,15.215036197616632
2018 to 2019,Other,Yorkshire and the Humber,Sheffield City Council,Undefined,Units,E12000003,0.0005116450411362
2018 to 2019,Other,Yorkshire and the Humber,Wakefield City MDC,Undefined,Units,E12000003,2.331738778618687
2018 to 2019,Other,Yorkshire and the Humber,York City Council,Undefined,Units,E12000003,0.1113697567209822
2019 to 2020,Landfill,,,Undefined,Units,,8.5
2019 to 2020,Incineration with EfW,,,Undefined,Units,,44.8
2019 to 2020,Incineration without EfW,,,Undefined,Units,,0.7000000000000001
2019 to 2020,Recycled-composted,,,Undefined,Units,,42.8
2019 to 2020,Other,,,Undefined,Units,,3.2
2019 to 2020,Landfill,North East,,Undefined,Units,E12000001,5.6000000000000005
2019 to 2020,Incineration with EfW,North East,,Undefined,Units,E12000001,56.89999999999999
2019 to 2020,Incineration without EfW,North East,,Undefined,Units,E12000001,0.0
2019 to 2020,Recycled-composted,North East,,Undefined,Units,E12000001,36.2
2019 to 2020,Other,North East,,Undefined,Units,E12000001,1.2
2019 to 2020,Landfill,North West,,Undefined,Units,E12000002,9.2
2019 to 2020,Incineration with EfW,North West,,Undefined,Units,E12000002,40.2
2019 to 2020,Incineration without EfW,North West,,Undefined,Units,E12000002,1.5
2019 to 2020,Recycled-composted,North West,,Undefined,Units,E12000002,45.8
2019 to 2020,Other,North West,,Undefined,Units,E12000002,3.4000000000000004
2019 to 2020,Landfill,Yorkshire and the Humber,,Undefined,Units,E12000003,4.3
2019 to 2020,Incineration with EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,48.6
2019 to 2020,Incineration without EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,0.2
2019 to 2020,Recycled-composted,Yorkshire and the Humber,,Undefined,Units,E12000003,43.6
2019 to 2020,Other,Yorkshire and the Humber,,Undefined,Units,E12000003,3.4000000000000004
2019 to 2020,Landfill,East Midlands,,Undefined,Units,E12000004,14.9
2019 to 2020,Incineration with EfW,East Midlands,,Undefined,Units,E12000004,37.6
2019 to 2020,Incineration without EfW,East Midlands,,Undefined,Units,E12000004,1.6
2019 to 2020,Recycled-composted,East Midlands,,Undefined,Units,E12000004,44.0
2019 to 2020,Other,East Midlands,,Undefined,Units,E12000004,1.9
2019 to 2020,Landfill,West Midlands,,Undefined,Units,E12000005,6.4
2019 to 2020,Incineration with EfW,West Midlands,,Undefined,Units,E12000005,52.6
2019 to 2020,Incineration without EfW,West Midlands,,Undefined,Units,E12000005,0.1
2019 to 2020,Recycled-composted,West Midlands,,Undefined,Units,E12000005,39.4
2019 to 2020,Other,West Midlands,,Undefined,Units,E12000005,1.5
2019 to 2020,Landfill,East of England,,Undefined,Units,E12000006,14.6
2019 to 2020,Incineration with EfW,East of England,,Undefined,Units,E12000006,30.1
2019 to 2020,Incineration without EfW,East of England,,Undefined,Units,E12000006,0.1
2019 to 2020,Recycled-composted,East of England,,Undefined,Units,E12000006,47.6
2019 to 2020,Other,East of England,,Undefined,Units,E12000006,7.7
2019 to 2020,Landfill,London,,Undefined,Units,E12000007,2.7
2019 to 2020,Incineration with EfW,London,,Undefined,Units,E12000007,61.0
2019 to 2020,Incineration without EfW,London,,Undefined,Units,E12000007,2.2
2019 to 2020,Recycled-composted,London,,Undefined,Units,E12000007,30.0
2019 to 2020,Other,London,,Undefined,Units,E12000007,4.0
2019 to 2020,Landfill,South East,,Undefined,Units,E12000008,6.3
2019 to 2020,Incineration with EfW,South East,,Undefined,Units,E12000008,44.3
2019 to 2020,Incineration without EfW,South East,,Undefined,Units,E12000008,0.0
2019 to 2020,Recycled-composted,South East,,Undefined,Units,E12000008,47.5
2019 to 2020,Other,South East,,Undefined,Units,E12000008,2.0
2019 to 2020,Landfill,South West,,Undefined,Units,E12000009,14.000000000000002
2019 to 2020,Incineration with EfW,South West,,Undefined,Units,E12000009,34.0
2019 to 2020,Incineration without EfW,South West,,Undefined,Units,E12000009,0.1
2019 to 2020,Recycled-composted,South West,,Undefined,Units,E12000009,49.3
2019 to 2020,Other,South West,,Undefined,Units,E12000009,2.5
2019 to 2020,Landfill,North East,County Durham,Undefined,Units,E12000001,2.172054724805477
2019 to 2020,Landfill,North East,Darlington Borough Council,Undefined,Units,E12000001,25.554573065241627
2019 to 2020,Landfill,North East,Gateshead MBC,Undefined,Units,E12000001,0.4557570689384833
2019 to 2020,Landfill,North East,Hartlepool Borough Council,Undefined,Units,E12000001,1.6447065327559198
2019 to 2020,Landfill,North East,Middlesbrough Borough Council,Undefined,Units,E12000001,4.926777936920873
2019 to 2020,Landfill,North East,Newcastle-upon-Tyne City Council MBC,Undefined,Units,E12000001,15.638986309008468
2019 to 2020,Landfill,North East,North Tyneside Council,Undefined,Units,E12000001,0.1767260423064903
2019 to 2020,Landfill,North East,Northumberland,Undefined,Units,E12000001,15.694051677677592
2019 to 2020,Landfill,North East,Redcar and Cleveland Borough Council,Undefined,Units,E12000001,0.0120255543028936
2019 to 2020,Landfill,North East,South Tyneside MBC,Undefined,Units,E12000001,0.5580596694569651
2019 to 2020,Landfill,North East,Stockton-on-Tees Borough Council,Undefined,Units,E12000001,0.380848226705423
2019 to 2020,Landfill,North East,Sunderland City Council,Undefined,Units,E12000001,0.4608003040331903
2019 to 2020,Landfill,North West,Blackburn with Darwen Borough Council,Undefined,Units,E12000002,23.492944238936843
2019 to 2020,Landfill,North West,Blackpool Borough Council,Undefined,Units,E12000002,11.442714685415025
2019 to 2020,Landfill,North West,Cheshire East,Undefined,Units,E12000002,2.870235030523116
2019 to 2020,Landfill,North West,Cheshire West and Chester,Undefined,Units,E12000002,0.4651162790697674
2019 to 2020,Landfill,North West,Cumbria County Council,Undefined,Units,E12000002,11.102287954737209
2019 to 2020,Landfill,North West,Greater Manchester WDA (MBC),Undefined,Units,E12000002,3.0596981884885204
2019 to 2020,Landfill,North West,Halton Borough Council,Undefined,Units,E12000002,0.0
2019 to 2020,Landfill,North West,Lancashire County Council,Undefined,Units,E12000002,33.88271228059085
2019 to 2020,Landfill,North West,Merseyside WDA (MBC),Undefined,Units,E12000002,3.8635712008060215
2019 to 2020,Landfill,North West,Warrington Borough Council,Undefined,Units,E12000002,0.4563752610165112
2019 to 2020,Landfill,North West,Wigan MBC,Undefined,Units,E12000002,0.5445876641877709
2019 to 2020,Landfill,Yorkshire and Humber,Barnsley MBC,Undefined,Units,,3.266562280654392
2019 to 2020,Landfill,Yorkshire and Humber,Bradford City MDC (MBC),Undefined,Units,,1.2022727172857464
2019 to 2020,Landfill,Yorkshire and Humber,Calderdale MBC,Undefined,Units,,1.254937559802743
2019 to 2020,Landfill,Yorkshire and Humber,Doncaster MBC,Undefined,Units,,4.395379672935729
2019 to 2020,Landfill,Yorkshire and Humber,East Riding of Yorkshire Council,Undefined,Units,,0.1034425057425802
2019 to 2020,Landfill,Yorkshire and Humber,Kingston-upon-Hull City Council,Undefined,Units,,2.825727319820196
2019 to 2020,Landfill,Yorkshire and Humber,Kirklees MBC,Undefined,Units,,3.1498453034555105
2019 to 2020,Landfill,Yorkshire and Humber,Leeds City Council MBC,Undefined,Units,,0.7716826560647625
2019 to 2020,Landfill,Yorkshire and Humber,North East Lincolnshire Council,Undefined,Units,,4.849659190853122
2019 to 2020,Landfill,Yorkshire and Humber,North Lincolnshire Council,Undefined,Units,,0.2913987138263665
2019 to 2020,Landfill,Yorkshire and Humber,North Yorkshire County Council,Undefined,Units,,8.494146044069526
2019 to 2020,Landfill,Yorkshire and Humber,Rotherham MBC,Undefined,Units,,2.359237616733111
