Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
2012 to 2016,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.263373143024367
2013 to 2017,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.276505321900928
2014 to 2018,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.287031909730553
2015 to 2019,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.286093896953655
2016 to 2020,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.275567309124031
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.144349744000296
1984 to 1988,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,6.70366464555888
1985 to 1989,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,7.57580808078955
1986 to 1990,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,9.03723198719544
1998 to 2002,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,4.73758986518228
1999 to 2003,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,4.29067888881169
2009 to 2013,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,4.88642122578331
2010 to 2014,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,6.0957281424876
2011 to 2015,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,7.58028969739029
2012 to 2016,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,9.68133409399821
2013 to 2017,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,11.0709479111505
2014 to 2018,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,12.2081320676756
2015 to 2019,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,12.0904635759959
2016 to 2020,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,11.9776935954845
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,3.56132184295316
1984 to 1988,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.814611984914307
1985 to 1989,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.0084679588064
1986 to 1990,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.12947160702614
1998 to 2002,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.638474030141383
1999 to 2003,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.613773027016422
2009 to 2013,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.983350061113932
2010 to 2014,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.22796294860035
2011 to 2015,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.42317382983685
2012 to 2016,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.91260805209345
2013 to 2017,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,2.24893774443205
2014 to 2018,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,2.33690249817663
2015 to 2019,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,2.31126348227478
2016 to 2020,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,2.40256339255944
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.385106356737252
1984 to 1988,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,3.54558407302966
1985 to 1989,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,3.77049869220124
1986 to 1990,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,4.18405810317104
1998 to 2002,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,2.09072625606205
1999 to 2003,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,2.072904013301
2009 to 2013,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,3.38945705749721
2010 to 2014,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,3.92766794415246
2011 to 2015,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,4.57312495829964
2012 to 2016,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,5.00429816474673
2013 to 2017,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,6.0651906154175
2014 to 2018,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,6.69876613439064
2015 to 2019,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,6.72002775733365
2016 to 2020,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,6.91909491331961
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,1.46590552300661
1984 to 1988,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,6.74973149526873
1985 to 1989,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,6.52638023072531
1986 to 1990,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,7.06052639534734
1998 to 2002,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,3.94653242333229
1999 to 2003,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,3.98572051267821
2009 to 2013,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,4.889235264114
2010 to 2014,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,5.79931610498807
2011 to 2015,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,6.28718697261651
2012 to 2016,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,7.86023439947317
2013 to 2017,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,9.41608492542005
2014 to 2018,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,10.9078379116122
2015 to 2019,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,11.5660102100685
2016 to 2020,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,13.4175432080217
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,2.15013373193221
1984 to 1988,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,4.63847318175681
1985 to 1989,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,5.50603077674487
1986 to 1990,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.47280927880029
1998 to 2002,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,3.02019269432533
1999 to 2003,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,3.0874169433363
2009 to 2013,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,4.48714045375072
2010 to 2014,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,5.75074788787317
2011 to 2015,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.19870110066254
2012 to 2016,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.44602380283778
2013 to 2017,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,7.01227084915807
2014 to 2018,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.96620399944823
2015 to 2019,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.03079681359794
2016 to 2020,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.26707180973416
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,1.49039807884782
1984 to 1988,Open water area,,,Seasonal,,,Square km,Normal value,Units,213.417396565151
1985 to 1989,Open water area,,,Seasonal,,,Square km,Normal value,Units,240.049559550459
1986 to 1990,Open water area,,,Seasonal,,,Square km,Normal value,Units,254.114852692749
1998 to 2002,Open water area,,,Seasonal,,,Square km,Normal value,Units,174.764495620263
1999 to 2003,Open water area,,,Seasonal,,,Square km,Normal value,Units,182.074846085191
2009 to 2013,Open water area,,,Seasonal,,,Square km,Normal value,Units,177.778018001508
2010 to 2014,Open water area,,,Seasonal,,,Square km,Normal value,Units,212.311271053905
2011 to 2015,Open water area,,,Seasonal,,,Square km,Normal value,Units,249.061777863604
2012 to 2016,Open water area,,,Seasonal,,,Square km,Normal value,Units,281.62812234649
2013 to 2017,Open water area,,,Seasonal,,,Square km,Normal value,Units,337.158478738806
2014 to 2018,Open water area,,,Seasonal,,,Square km,Normal value,Units,364.311968380785
2015 to 2019,Open water area,,,Seasonal,,,Square km,Normal value,Units,376.109771970389
2016 to 2020,Open water area,,,Seasonal,,,Square km,Normal value,Units,408.949703513203
2001 to 2005 (baseline),Open water area,,,Seasonal,,,Square km,Normal value,Units,120.610203971655
1987 to 1991,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1988 to 1992,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1989 to 1993,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1990 to 1994,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1991 to 1995,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1992 to 1996,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1993 to 1997,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1994 to 1998,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1995 to 1999,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1996 to 2000,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1997 to 2001,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1998 to 2002,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1999 to 2003,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2000 to 2004,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2002 to 2006,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2003 to 2007,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2004 to 2008,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2005 to 2009,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2006 to 2010,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2007 to 2011,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2008 to 2012,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1990 to 1994 (baseline),Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
1991 to 1995,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1992 to 1996,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1993 to 1997,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1994 to 1998,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1995 to 1999,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
1996 to 2000,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1997 to 2001,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,103.0
1998 to 2002,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,105.0
1999 to 2003,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,105.0
2000 to 2004,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,104.0
2001 to 2005,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2002 to 2006,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
2003 to 2007,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
2004 to 2008,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
2005 to 2009,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
2006 to 2010,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2007 to 2011,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2008 to 2012,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2009 to 2013,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2010 to 2014,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,104.0
2011 to 2015,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,103.0
2012 to 2016,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,104.0
2013 to 2017,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,103.0
2014 to 2018,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2015 to 2019,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1990 to 1994 (baseline),Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
1991 to 1995,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
1992 to 1996,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
