Year,Series,Region,Local authority,Sex,Unit measure,Observation status,GeoCode,Value
2020 to 2021,Secondary,North East,,,Percentage (%),Normal value,E12000001,98.3214
2020 to 2021,Secondary,North West,,,Percentage (%),Normal value,E12000002,98.2814
2020 to 2021,Secondary,Outer London,,,Percentage (%),Normal value,E13000002,94.9633
2020 to 2021,Secondary,South East,,,Percentage (%),Normal value,E12000008,95.8462
2020 to 2021,Secondary,South West,,,Percentage (%),Normal value,E12000009,97.5862
2020 to 2021,Secondary,West Midlands,,,Percentage (%),Normal value,E12000005,97.4228
2020 to 2021,Secondary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.7115
2020 to 2021,Secondary,,,Female,Percentage (%),Normal value,,96.5299
2020 to 2021,Secondary,,,Gender unclassified,Percentage (%),Normal value,,94.4164
2020 to 2021,Secondary,,,Male,Percentage (%),Normal value,,96.6005
2020 to 2021,Secondary,,,,Percentage (%),Normal value,,96.5547
2021 to 2022,All state-funded schools,East Midlands,Derby,,Percentage (%),Normal value,E12000004,96.1416
2021 to 2022,All state-funded schools,East Midlands,Derbyshire,,Percentage (%),Normal value,E12000004,97.7553
2021 to 2022,All state-funded schools,East Midlands,Leicester,,Percentage (%),Normal value,E12000004,96.5183
2021 to 2022,All state-funded schools,East Midlands,Leicestershire,,Percentage (%),Normal value,E12000004,97.6474
2021 to 2022,All state-funded schools,East Midlands,Lincolnshire,,Percentage (%),Normal value,E12000004,96.9964
2021 to 2022,All state-funded schools,East Midlands,North Northamptonshire,,Percentage (%),Normal value,E12000004,95.8798
2021 to 2022,All state-funded schools,East Midlands,Nottingham,,Percentage (%),Normal value,E12000004,96.4077
2021 to 2022,All state-funded schools,East Midlands,Nottinghamshire,,Percentage (%),Normal value,E12000004,98.4211
2021 to 2022,All state-funded schools,East Midlands,Rutland,,Percentage (%),Normal value,E12000004,98.3914
2021 to 2022,All state-funded schools,East Midlands,West Northamptonshire,,Percentage (%),Normal value,E12000004,95.5472
2021 to 2022,All state-funded schools,East Midlands,,,Percentage (%),Normal value,E12000004,97.1016
2021 to 2022,All state-funded schools,East of England,Bedford,,Percentage (%),Normal value,E12000006,94.7427
2021 to 2022,All state-funded schools,East of England,Cambridgeshire,,Percentage (%),Normal value,E12000006,95.6022
2021 to 2022,All state-funded schools,East of England,Central Bedfordshire,,Percentage (%),Normal value,E12000006,94.4747
2021 to 2022,All state-funded schools,East of England,Essex,,Percentage (%),Normal value,E12000006,96.4318
2021 to 2022,All state-funded schools,East of England,Hertfordshire,,Percentage (%),Normal value,E12000006,96.3827
2021 to 2022,All state-funded schools,East of England,Luton,,Percentage (%),Normal value,E12000006,93.8615
2021 to 2022,All state-funded schools,East of England,Norfolk,,Percentage (%),Normal value,E12000006,95.7291
2021 to 2022,All state-funded schools,East of England,Peterborough,,Percentage (%),Normal value,E12000006,95.0
2021 to 2022,All state-funded schools,East of England,Southend-on-Sea,,Percentage (%),Normal value,E12000006,93.2318
2021 to 2022,All state-funded schools,East of England,Suffolk,,Percentage (%),Normal value,E12000006,95.7863
2021 to 2022,All state-funded schools,East of England,Thurrock,,Percentage (%),Normal value,E12000006,92.3961
2021 to 2022,All state-funded schools,East of England,,,Percentage (%),Normal value,E12000006,95.6514
2021 to 2022,All state-funded schools,Inner London,Camden,,Percentage (%),Normal value,E13000001,96.4751
2021 to 2022,All state-funded schools,Inner London,City of London,,Percentage (%),Normal value,E13000001,75.0
2021 to 2022,All state-funded schools,Inner London,Hackney,,Percentage (%),Normal value,E13000001,93.4056
2021 to 2022,All state-funded schools,Inner London,Hammersmith and Fulham,,Percentage (%),Normal value,E13000001,93.0392
2021 to 2022,All state-funded schools,Inner London,Haringey,,Percentage (%),Normal value,E13000001,95.3735
2021 to 2022,All state-funded schools,Inner London,Islington,,Percentage (%),Normal value,E13000001,95.889
2021 to 2022,All state-funded schools,Inner London,Kensington and Chelsea,,Percentage (%),Normal value,E13000001,91.8834
2021 to 2022,All state-funded schools,Inner London,Lambeth,,Percentage (%),Normal value,E13000001,96.2304
2021 to 2022,All state-funded schools,Inner London,Lewisham,,Percentage (%),Normal value,E13000001,96.5116
2021 to 2022,All state-funded schools,Inner London,Newham,,Percentage (%),Normal value,E13000001,94.9465
2021 to 2022,All state-funded schools,Inner London,Southwark,,Percentage (%),Normal value,E13000001,94.8514
2021 to 2022,All state-funded schools,Inner London,Tower Hamlets,,Percentage (%),Normal value,E13000001,95.9024
2021 to 2022,All state-funded schools,Inner London,Wandsworth,,Percentage (%),Normal value,E13000001,94.832
2021 to 2022,All state-funded schools,Inner London,Westminster,,Percentage (%),Normal value,E13000001,95.0713
2021 to 2022,All state-funded schools,Inner London,,,Percentage (%),Normal value,E13000001,95.0961
2021 to 2022,All state-funded schools,North East,County Durham,,Percentage (%),Normal value,E12000001,98.9198
2021 to 2022,All state-funded schools,North East,Darlington,,Percentage (%),Normal value,E12000001,98.9395
2021 to 2022,All state-funded schools,North East,Gateshead,,Percentage (%),Normal value,E12000001,98.9994
2021 to 2022,All state-funded schools,North East,Hartlepool,,Percentage (%),Normal value,E12000001,97.1014
2021 to 2022,All state-funded schools,North East,Middlesbrough,,Percentage (%),Normal value,E12000001,98.278
2021 to 2022,All state-funded schools,North East,Newcastle Upon Tyne,,Percentage (%),Normal value,E12000001,98.519
2021 to 2022,All state-funded schools,North East,North Tyneside,,Percentage (%),Normal value,E12000001,98.8894
2021 to 2022,All state-funded schools,North East,Northumberland,,Percentage (%),Normal value,E12000001,99.5937
2021 to 2022,All state-funded schools,North East,Redcar and Cleveland,,Percentage (%),Normal value,E12000001,98.8216
2021 to 2022,All state-funded schools,North East,South Tyneside,,Percentage (%),Normal value,E12000001,98.5304
2021 to 2022,All state-funded schools,North East,Stockton-on-Tees,,Percentage (%),Normal value,E12000001,98.1671
2021 to 2022,All state-funded schools,North East,Sunderland,,Percentage (%),Normal value,E12000001,99.0997
2021 to 2022,All state-funded schools,North East,,,Percentage (%),Normal value,E12000001,98.7799
2021 to 2022,All state-funded schools,North West,Blackburn with Darwen,,Percentage (%),Normal value,E12000002,98.4164
2021 to 2022,All state-funded schools,North West,Blackpool,,Percentage (%),Normal value,E12000002,98.6178
2021 to 2022,All state-funded schools,North West,Bolton,,Percentage (%),Normal value,E12000002,98.5502
2021 to 2022,All state-funded schools,North West,Bury,,Percentage (%),Normal value,E12000002,98.4927
2021 to 2022,All state-funded schools,North West,Cheshire East,,Percentage (%),Normal value,E12000002,98.4343
2021 to 2022,All state-funded schools,North West,Cheshire West and Chester,,Percentage (%),Normal value,E12000002,98.29
2021 to 2022,All state-funded schools,North West,Cumbria,,Percentage (%),Normal value,E12000002,98.1924
2021 to 2022,All state-funded schools,North West,Halton,,Percentage (%),Normal value,E12000002,99.1694
2021 to 2022,All state-funded schools,North West,Knowsley,,Percentage (%),Normal value,E12000002,99.3426
2021 to 2022,All state-funded schools,North West,Lancashire,,Percentage (%),Normal value,E12000002,99.0621
2021 to 2022,All state-funded schools,North West,Liverpool,,Percentage (%),Normal value,E12000002,98.5637
2021 to 2022,All state-funded schools,North West,Manchester,,Percentage (%),Normal value,E12000002,98.1421
2021 to 2022,All state-funded schools,North West,Oldham,,Percentage (%),Normal value,E12000002,97.3049
2021 to 2022,All state-funded schools,North West,Rochdale,,Percentage (%),Normal value,E12000002,99.1834
2021 to 2022,All state-funded schools,North West,Salford,,Percentage (%),Normal value,E12000002,98.0418
2021 to 2022,All state-funded schools,North West,Sefton,,Percentage (%),Normal value,E12000002,99.1135
2021 to 2022,All state-funded schools,North West,St. Helens,,Percentage (%),Normal value,E12000002,99.1703
2021 to 2022,All state-funded schools,North West,Stockport,,Percentage (%),Normal value,E12000002,99.3132
2021 to 2022,All state-funded schools,North West,Tameside,,Percentage (%),Normal value,E12000002,97.8772
2021 to 2022,All state-funded schools,North West,Trafford,,Percentage (%),Normal value,E12000002,97.7452
2021 to 2022,All state-funded schools,North West,Warrington,,Percentage (%),Normal value,E12000002,98.8853
2021 to 2022,All state-funded schools,North West,Wigan,,Percentage (%),Normal value,E12000002,99.2803
2021 to 2022,All state-funded schools,North West,Wirral,,Percentage (%),Normal value,E12000002,99.3704
2021 to 2022,All state-funded schools,North West,,,Percentage (%),Normal value,E12000002,98.622
2021 to 2022,All state-funded schools,Outer London,Barking and Dagenham,,Percentage (%),Normal value,E13000002,96.4143
2021 to 2022,All state-funded schools,Outer London,Barnet,,Percentage (%),Normal value,E13000002,93.8243
2021 to 2022,All state-funded schools,Outer London,Bexley,,Percentage (%),Normal value,E13000002,95.916
2021 to 2022,All state-funded schools,Outer London,Brent,,Percentage (%),Normal value,E13000002,94.8066
2021 to 2022,All state-funded schools,Outer London,Bromley,,Percentage (%),Normal value,E13000002,95.8532
2021 to 2022,All state-funded schools,Outer London,Croydon,,Percentage (%),Normal value,E13000002,94.2245
2021 to 2022,All state-funded schools,Outer London,Ealing,,Percentage (%),Normal value,E13000002,96.332
2021 to 2022,All state-funded schools,Outer London,Enfield,,Percentage (%),Normal value,E13000002,95.234
2021 to 2022,All state-funded schools,Outer London,Greenwich,,Percentage (%),Normal value,E13000002,97.1774
2021 to 2022,All state-funded schools,Outer London,Harrow,,Percentage (%),Normal value,E13000002,93.2373
2021 to 2022,All state-funded schools,Outer London,Havering,,Percentage (%),Normal value,E13000002,95.031
2021 to 2022,All state-funded schools,Outer London,Hillingdon,,Percentage (%),Normal value,E13000002,93.5297
2021 to 2022,All state-funded schools,Outer London,Hounslow,,Percentage (%),Normal value,E13000002,96.1384
2021 to 2022,All state-funded schools,Outer London,Kingston Upon Thames,,Percentage (%),Normal value,E13000002,97.0624
2021 to 2022,All state-funded schools,Outer London,Merton,,Percentage (%),Normal value,E13000002,96.0897
2021 to 2022,All state-funded schools,Outer London,Redbridge,,Percentage (%),Normal value,E13000002,95.2468
2021 to 2022,All state-funded schools,Outer London,Richmond Upon Thames,,Percentage (%),Normal value,E13000002,97.3325
2021 to 2022,All state-funded schools,Outer London,Sutton,,Percentage (%),Normal value,E13000002,95.5794
2021 to 2022,All state-funded schools,Outer London,Waltham Forest,,Percentage (%),Normal value,E13000002,95.1054
2021 to 2022,All state-funded schools,Outer London,,,Percentage (%),Normal value,E13000002,95.3495
2021 to 2022,All state-funded schools,South East,Bracknell Forest,,Percentage (%),Normal value,E12000008,95.7722
2021 to 2022,All state-funded schools,South East,Brighton and Hove,,Percentage (%),Normal value,E12000008,98.3234
2021 to 2022,All state-funded schools,South East,Buckinghamshire,,Percentage (%),Normal value,E12000008,95.3688
2021 to 2022,All state-funded schools,South East,East Sussex,,Percentage (%),Normal value,E12000008,96.4719
2021 to 2022,All state-funded schools,South East,Hampshire,,Percentage (%),Normal value,E12000008,96.7552
2021 to 2022,All state-funded schools,South East,Isle of Wight,,Percentage (%),Normal value,E12000008,96.1576
2021 to 2022,All state-funded schools,South East,Kent,,Percentage (%),Normal value,E12000008,96.018
2021 to 2022,All state-funded schools,South East,Medway,,Percentage (%),Normal value,E12000008,94.8726
2021 to 2022,All state-funded schools,South East,Milton Keynes,,Percentage (%),Normal value,E12000008,95.3283
2021 to 2022,All state-funded schools,South East,Oxfordshire,,Percentage (%),Normal value,E12000008,96.8653
2021 to 2022,All state-funded schools,South East,Portsmouth,,Percentage (%),Normal value,E12000008,96.6155
2021 to 2022,All state-funded schools,South East,Reading,,Percentage (%),Normal value,E12000008,95.9183
2021 to 2022,All state-funded schools,South East,Slough,,Percentage (%),Normal value,E12000008,90.8715
2021 to 2022,All state-funded schools,South East,Southampton,,Percentage (%),Normal value,E12000008,96.7022
2021 to 2022,All state-funded schools,South East,Surrey,,Percentage (%),Normal value,E12000008,97.3102
2021 to 2022,All state-funded schools,South East,West Berkshire,,Percentage (%),Normal value,E12000008,97.0807
2021 to 2022,All state-funded schools,South East,West Sussex,,Percentage (%),Normal value,E12000008,98.4581
2021 to 2022,All state-funded schools,South East,Windsor and Maidenhead,,Percentage (%),Normal value,E12000008,95.5739
2021 to 2022,All state-funded schools,South East,Wokingham,,Percentage (%),Normal value,E12000008,97.7615
2021 to 2022,All state-funded schools,South East,,,Percentage (%),Normal value,E12000008,96.4842
2021 to 2022,All state-funded schools,South West,Bath and North East Somerset,,Percentage (%),Normal value,E12000009,99.1977
2021 to 2022,All state-funded schools,South West,"Bournemouth, Christchurch and Poole",,Percentage (%),Normal value,E12000009,97.1376
2021 to 2022,All state-funded schools,South West,"Bristol, City of",,Percentage (%),Normal value,E12000009,98.7419
2021 to 2022,All state-funded schools,South West,Cornwall,,Percentage (%),Normal value,E12000009,98.3198
2021 to 2022,All state-funded schools,South West,Devon,,Percentage (%),Normal value,E12000009,98.5729
2021 to 2022,All state-funded schools,South West,Dorset,,Percentage (%),Normal value,E12000009,97.657
2021 to 2022,All state-funded schools,South West,Gloucestershire,,Percentage (%),Normal value,E12000009,98.8644
2021 to 2022,All state-funded schools,South West,Isles of Scilly,,Percentage (%),Normal value,E12000009,83.8709
2021 to 2022,All state-funded schools,South West,North Somerset,,Percentage (%),Normal value,E12000009,98.6897
2021 to 2022,All state-funded schools,South West,Plymouth,,Percentage (%),Normal value,E12000009,97.9327
2021 to 2022,All state-funded schools,South West,Somerset,,Percentage (%),Normal value,E12000009,98.0745
2021 to 2022,All state-funded schools,South West,South Gloucestershire,,Percentage (%),Normal value,E12000009,99.4835
2021 to 2022,All state-funded schools,South West,Swindon,,Percentage (%),Normal value,E12000009,96.5598
2021 to 2022,All state-funded schools,South West,Torbay,,Percentage (%),Normal value,E12000009,97.6799
2021 to 2022,All state-funded schools,South West,Wiltshire,,Percentage (%),Normal value,E12000009,97.8359
2021 to 2022,All state-funded schools,South West,,,Percentage (%),Normal value,E12000009,98.2483
