Year,Units,Local Authority,Deprivation decile,Unit multiplier,Unit measure,GeoCode,Value
2010/11,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,1380.0
2011/12,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,1370.0
2012/13,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,1195.0
2013/14,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,1260.0
2014/15,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,960.0
2015/16,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,740.0
2016/17,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,785.0
2017/18,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,810.0
2018/19,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,776.0
2018/19,Number of people in treatment,Stoke-on-Trent,,Units,Count,E06000021,775.0
2010/11,Estimated prevalence,Suffolk,,Units,Number,,6468.0
2011/12,Estimated prevalence,Suffolk,,Units,Number,,6458.0
2012/13,Estimated prevalence,Suffolk,,Units,Number,,6464.0
2013/14,Estimated prevalence,Suffolk,,Units,Number,,6594.0
2014/15,Estimated prevalence,Suffolk,,Units,Number,,6571.0
2015/16,Estimated prevalence,Suffolk,,Units,Number,,6574.0
2016/17,Estimated prevalence,Suffolk,,Units,Number,,6510.0
2017/18,Estimated prevalence,Suffolk,,Units,Number,,6609.0
2018/19,Estimated prevalence,Suffolk,,Units,Number,,6564.333333
2010/11,Met need (%),Suffolk,,Units,Percentage (%),,17.1614100185529
2011/12,Met need (%),Suffolk,,Units,Percentage (%),,13.0071229482812
2012/13,Met need (%),Suffolk,,Units,Percentage (%),,13.227103960396
2013/14,Met need (%),Suffolk,,Units,Percentage (%),,12.5113739763421
2014/15,Met need (%),Suffolk,,Units,Percentage (%),,12.0225232080353
2015/16,Met need (%),Suffolk,,Units,Percentage (%),,5.17188926072406
2016/17,Met need (%),Suffolk,,Units,Percentage (%),,8.90937019969278
2017/18,Met need (%),Suffolk,,Units,Percentage (%),,10.5916174912997
2018/19,Met need (%),Suffolk,,Units,Percentage (%),,11.83669324
2010/11,Number of people in treatment,Suffolk,,Units,Count,,1110.0
2011/12,Number of people in treatment,Suffolk,,Units,Count,,840.0
2012/13,Number of people in treatment,Suffolk,,Units,Count,,855.0
2013/14,Number of people in treatment,Suffolk,,Units,Count,,825.0
2014/15,Number of people in treatment,Suffolk,,Units,Count,,790.0
2015/16,Number of people in treatment,Suffolk,,Units,Count,,340.0
2016/17,Number of people in treatment,Suffolk,,Units,Count,,580.0
2017/18,Number of people in treatment,Suffolk,,Units,Count,,700.0
2018/19,Number of people in treatment,Suffolk,,Units,Count,,777.0
2018/19,Number of people in treatment,Suffolk,,Units,Count,,775.0
2010/11,Estimated prevalence,Sunderland,,Units,Number,E08000024,4538.0
2011/12,Estimated prevalence,Sunderland,,Units,Number,E08000024,4559.0
2012/13,Estimated prevalence,Sunderland,,Units,Number,E08000024,4495.0
2013/14,Estimated prevalence,Sunderland,,Units,Number,E08000024,4720.0
2014/15,Estimated prevalence,Sunderland,,Units,Number,E08000024,4633.0
2015/16,Estimated prevalence,Sunderland,,Units,Number,E08000024,4743.0
2016/17,Estimated prevalence,Sunderland,,Units,Number,E08000024,5198.0
2017/18,Estimated prevalence,Sunderland,,Units,Number,E08000024,4986.0
2018/19,Estimated prevalence,Sunderland,,Units,Number,E08000024,4975.666667
2010/11,Met need (%),Sunderland,,Units,Percentage (%),E08000024,22.9175848391362
2011/12,Met need (%),Sunderland,,Units,Percentage (%),E08000024,18.0960737003729
2012/13,Met need (%),Sunderland,,Units,Percentage (%),E08000024,15.4616240266963
2013/14,Met need (%),Sunderland,,Units,Percentage (%),E08000024,17.7966101694915
2014/15,Met need (%),Sunderland,,Units,Percentage (%),E08000024,22.9872652708828
2015/16,Met need (%),Sunderland,,Units,Percentage (%),E08000024,19.0807505798018
2016/17,Met need (%),Sunderland,,Units,Percentage (%),E08000024,15.9676798768757
2017/18,Met need (%),Sunderland,,Units,Percentage (%),E08000024,18.1508223024469
2018/19,Met need (%),Sunderland,,Units,Percentage (%),E08000024,17.2238226
2010/11,Number of people in treatment,Sunderland,,Units,Count,E08000024,1040.0
2011/12,Number of people in treatment,Sunderland,,Units,Count,E08000024,825.0
2012/13,Number of people in treatment,Sunderland,,Units,Count,E08000024,695.0
2013/14,Number of people in treatment,Sunderland,,Units,Count,E08000024,840.0
2014/15,Number of people in treatment,Sunderland,,Units,Count,E08000024,1065.0
2015/16,Number of people in treatment,Sunderland,,Units,Count,E08000024,905.0
2016/17,Number of people in treatment,Sunderland,,Units,Count,E08000024,830.0
2017/18,Number of people in treatment,Sunderland,,Units,Count,E08000024,905.0
2018/19,Number of people in treatment,Sunderland,,Units,Count,E08000024,857.0
2018/19,Number of people in treatment,Sunderland,,Units,Count,E08000024,855.0
2010/11,Estimated prevalence,Surrey,,Units,Number,,7640.0
2011/12,Estimated prevalence,Surrey,,Units,Number,,7661.0
2012/13,Estimated prevalence,Surrey,,Units,Number,,7646.0
2013/14,Estimated prevalence,Surrey,,Units,Number,,7798.0
2014/15,Estimated prevalence,Surrey,,Units,Number,,7773.0
2015/16,Estimated prevalence,Surrey,,Units,Number,,7966.0
2016/17,Estimated prevalence,Surrey,,Units,Number,,8002.0
2017/18,Estimated prevalence,Surrey,,Units,Number,,8073.0
2018/19,Estimated prevalence,Surrey,,Units,Number,,8013.666667
2010/11,Met need (%),Surrey,,Units,Percentage (%),,25.0
2011/12,Met need (%),Surrey,,Units,Percentage (%),,23.691424096071
2012/13,Met need (%),Surrey,,Units,Percentage (%),,21.84148574418
2013/14,Met need (%),Surrey,,Units,Percentage (%),,20.6463195691203
2014/15,Met need (%),Surrey,,Units,Percentage (%),,19.619194648141
2015/16,Met need (%),Surrey,,Units,Percentage (%),,20.3364298267637
2016/17,Met need (%),Surrey,,Units,Percentage (%),,16.1834541364659
2017/18,Met need (%),Surrey,,Units,Percentage (%),,18.2707791403444
2018/19,Met need (%),Surrey,,Units,Percentage (%),,18.4934071
2010/11,Number of people in treatment,Surrey,,Units,Count,,1910.0
2011/12,Number of people in treatment,Surrey,,Units,Count,,1815.0
2012/13,Number of people in treatment,Surrey,,Units,Count,,1670.0
2013/14,Number of people in treatment,Surrey,,Units,Count,,1610.0
2014/15,Number of people in treatment,Surrey,,Units,Count,,1525.0
2015/16,Number of people in treatment,Surrey,,Units,Count,,1620.0
2016/17,Number of people in treatment,Surrey,,Units,Count,,1295.0
2017/18,Number of people in treatment,Surrey,,Units,Count,,1475.0
2018/19,Number of people in treatment,Surrey,,Units,Count,,1482.0
2018/19,Number of people in treatment,Surrey,,Units,Count,,1485.0
2010/11,Estimated prevalence,Sutton,,Units,Number,E09000029,1941.0
2011/12,Estimated prevalence,Sutton,,Units,Number,E09000029,1939.0
2012/13,Estimated prevalence,Sutton,,Units,Number,E09000029,1941.0
2013/14,Estimated prevalence,Sutton,,Units,Number,E09000029,1993.0
2014/15,Estimated prevalence,Sutton,,Units,Number,E09000029,1986.0
2015/16,Estimated prevalence,Sutton,,Units,Number,E09000029,2111.0
2016/17,Estimated prevalence,Sutton,,Units,Number,E09000029,1862.0
2017/18,Estimated prevalence,Sutton,,Units,Number,E09000029,1831.0
2018/19,Estimated prevalence,Sutton,,Units,Number,E09000029,1934.666667
2010/11,Met need (%),Sutton,,Units,Percentage (%),E09000029,26.5327150953117
2011/12,Met need (%),Sutton,,Units,Percentage (%),E09000029,26.0443527591542
2012/13,Met need (%),Sutton,,Units,Percentage (%),E09000029,23.6991241628027
2013/14,Met need (%),Sutton,,Units,Percentage (%),E09000029,25.3386853988961
2014/15,Met need (%),Sutton,,Units,Percentage (%),E09000029,25.4279959718026
2015/16,Met need (%),Sutton,,Units,Percentage (%),E09000029,21.5537659876836
2016/17,Met need (%),Sutton,,Units,Percentage (%),E09000029,17.7228786251343
2017/18,Met need (%),Sutton,,Units,Percentage (%),E09000029,18.0229382850901
2018/19,Met need (%),Sutton,,Units,Percentage (%),E09000029,18.71123363
2010/11,Number of people in treatment,Sutton,,Units,Count,E09000029,515.0
2011/12,Number of people in treatment,Sutton,,Units,Count,E09000029,505.0
2012/13,Number of people in treatment,Sutton,,Units,Count,E09000029,460.0
2013/14,Number of people in treatment,Sutton,,Units,Count,E09000029,505.0
2014/15,Number of people in treatment,Sutton,,Units,Count,E09000029,505.0
2015/16,Number of people in treatment,Sutton,,Units,Count,E09000029,455.0
2016/17,Number of people in treatment,Sutton,,Units,Count,E09000029,330.0
2017/18,Number of people in treatment,Sutton,,Units,Count,E09000029,330.0
2018/19,Number of people in treatment,Sutton,,Units,Count,E09000029,362.0
2018/19,Number of people in treatment,Sutton,,Units,Count,E09000029,360.0
2010/11,Estimated prevalence,Swindon,,Units,Number,E06000030,1898.0
2011/12,Estimated prevalence,Swindon,,Units,Number,E06000030,1896.0
2012/13,Estimated prevalence,Swindon,,Units,Number,E06000030,1891.0
2013/14,Estimated prevalence,Swindon,,Units,Number,E06000030,1958.0
2014/15,Estimated prevalence,Swindon,,Units,Number,E06000030,1951.0
2015/16,Estimated prevalence,Swindon,,Units,Number,E06000030,1925.0
2016/17,Estimated prevalence,Swindon,,Units,Number,E06000030,2053.0
2017/18,Estimated prevalence,Swindon,,Units,Number,E06000030,2110.0
2018/19,Estimated prevalence,Swindon,,Units,Number,E06000030,2029.333333
2010/11,Met need (%),Swindon,,Units,Percentage (%),E06000030,27.9241306638567
2011/12,Met need (%),Swindon,,Units,Percentage (%),E06000030,24.2616033755274
2012/13,Met need (%),Swindon,,Units,Percentage (%),E06000030,28.5563194077208
2013/14,Met need (%),Swindon,,Units,Percentage (%),E06000030,21.9611848825332
2014/15,Met need (%),Swindon,,Units,Percentage (%),E06000030,25.3716043054844
2015/16,Met need (%),Swindon,,Units,Percentage (%),E06000030,22.0779220779221
2016/17,Met need (%),Swindon,,Units,Percentage (%),E06000030,20.2143205065757
2017/18,Met need (%),Swindon,,Units,Percentage (%),E06000030,14.9289099526066
2018/19,Met need (%),Swindon,,Units,Percentage (%),E06000030,15.17739816
2010/11,Number of people in treatment,Swindon,,Units,Count,E06000030,530.0
2011/12,Number of people in treatment,Swindon,,Units,Count,E06000030,460.0
2012/13,Number of people in treatment,Swindon,,Units,Count,E06000030,540.0
2013/14,Number of people in treatment,Swindon,,Units,Count,E06000030,430.0
2014/15,Number of people in treatment,Swindon,,Units,Count,E06000030,495.0
2015/16,Number of people in treatment,Swindon,,Units,Count,E06000030,425.0
2016/17,Number of people in treatment,Swindon,,Units,Count,E06000030,415.0
2017/18,Number of people in treatment,Swindon,,Units,Count,E06000030,315.0
2018/19,Number of people in treatment,Swindon,,Units,Count,E06000030,308.0
2018/19,Number of people in treatment,Swindon,,Units,Count,E06000030,310.0
2010/11,Estimated prevalence,Tameside,,Units,Number,E08000008,3544.0
2011/12,Estimated prevalence,Tameside,,Units,Number,E08000008,3577.0
2012/13,Estimated prevalence,Tameside,,Units,Number,E08000008,3559.0
2013/14,Estimated prevalence,Tameside,,Units,Number,E08000008,3749.0
2014/15,Estimated prevalence,Tameside,,Units,Number,E08000008,3723.0
2015/16,Estimated prevalence,Tameside,,Units,Number,E08000008,3698.0
2016/17,Estimated prevalence,Tameside,,Units,Number,E08000008,3428.0
2017/18,Estimated prevalence,Tameside,,Units,Number,E08000008,3214.0
2018/19,Estimated prevalence,Tameside,,Units,Number,E08000008,3446.666667
2010/11,Met need (%),Tameside,,Units,Percentage (%),E08000008,26.382618510158
2011/12,Met need (%),Tameside,,Units,Percentage (%),E08000008,25.440313111546
2012/13,Met need (%),Tameside,,Units,Percentage (%),E08000008,22.7592020230402
2013/14,Met need (%),Tameside,,Units,Percentage (%),E08000008,21.6057615364097
2014/15,Met need (%),Tameside,,Units,Percentage (%),E08000008,20.8165457964007
2015/16,Met need (%),Tameside,,Units,Percentage (%),E08000008,17.5770686857761
2016/17,Met need (%),Tameside,,Units,Percentage (%),E08000008,17.9404900816803
2017/18,Met need (%),Tameside,,Units,Percentage (%),E08000008,16.1792159303049
2018/19,Met need (%),Tameside,,Units,Percentage (%),E08000008,21.26692456
2010/11,Number of people in treatment,Tameside,,Units,Count,E08000008,935.0
2011/12,Number of people in treatment,Tameside,,Units,Count,E08000008,910.0
2012/13,Number of people in treatment,Tameside,,Units,Count,E08000008,810.0
2013/14,Number of people in treatment,Tameside,,Units,Count,E08000008,810.0
2014/15,Number of people in treatment,Tameside,,Units,Count,E08000008,775.0
2015/16,Number of people in treatment,Tameside,,Units,Count,E08000008,650.0
2016/17,Number of people in treatment,Tameside,,Units,Count,E08000008,615.0
2017/18,Number of people in treatment,Tameside,,Units,Count,E08000008,520.0
2018/19,Number of people in treatment,Tameside,,Units,Count,E08000008,733.0
2018/19,Number of people in treatment,Tameside,,Units,Count,E08000008,730.0
2010/11,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1878.0
2011/12,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1906.0
2012/13,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1903.0
2013/14,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1943.0
2014/15,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1949.0
2015/16,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1979.0
2016/17,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1937.0
2017/18,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1953.0
2018/19,Estimated prevalence,Telford and Wrekin,,Units,Number,E06000020,1956.333333
2010/11,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,29.5527156549521
2011/12,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,27.2822665267576
2012/13,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,26.7997898055701
2013/14,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,28.8214101904272
2014/15,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,28.2195997947665
2015/16,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,30.0656897422941
2016/17,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,26.0712441920496
2017/18,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,26.6257040450589
2018/19,Met need (%),Telford and Wrekin,,Units,Percentage (%),E06000020,21.92877833
2010/11,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,555.0
2011/12,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,520.0
2012/13,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,510.0
2013/14,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,560.0
2014/15,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,550.0
2015/16,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,595.0
2016/17,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,505.0
2017/18,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,520.0
2018/19,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,429.0
2018/19,Number of people in treatment,Telford and Wrekin,,Units,Count,E06000020,430.0
2010/11,Estimated prevalence,Thurrock,,Units,Number,E06000034,1453.0
2011/12,Estimated prevalence,Thurrock,,Units,Number,E06000034,1448.0
2012/13,Estimated prevalence,Thurrock,,Units,Number,E06000034,1444.0
2013/14,Estimated prevalence,Thurrock,,Units,Number,E06000034,1458.0
2014/15,Estimated prevalence,Thurrock,,Units,Number,E06000034,1466.0
2015/16,Estimated prevalence,Thurrock,,Units,Number,E06000034,1464.0
2016/17,Estimated prevalence,Thurrock,,Units,Number,E06000034,1458.0
2017/18,Estimated prevalence,Thurrock,,Units,Number,E06000034,1574.0
2018/19,Estimated prevalence,Thurrock,,Units,Number,E06000034,1498.666667
2010/11,Met need (%),Thurrock,,Units,Percentage (%),E06000034,22.0233998623538
2011/12,Met need (%),Thurrock,,Units,Percentage (%),E06000034,24.8618784530387
2012/13,Met need (%),Thurrock,,Units,Percentage (%),E06000034,24.9307479224377
2013/14,Met need (%),Thurrock,,Units,Percentage (%),E06000034,27.4348422496571
2014/15,Met need (%),Thurrock,,Units,Percentage (%),E06000034,22.1691678035471
2015/16,Met need (%),Thurrock,,Units,Percentage (%),E06000034,27.3224043715847
2016/17,Met need (%),Thurrock,,Units,Percentage (%),E06000034,21.9478737997257
2017/18,Met need (%),Thurrock,,Units,Percentage (%),E06000034,12.7064803049555
2018/19,Met need (%),Thurrock,,Units,Percentage (%),E06000034,15.14679715
2010/11,Number of people in treatment,Thurrock,,Units,Count,E06000034,320.0
2011/12,Number of people in treatment,Thurrock,,Units,Count,E06000034,360.0
2012/13,Number of people in treatment,Thurrock,,Units,Count,E06000034,360.0
2013/14,Number of people in treatment,Thurrock,,Units,Count,E06000034,400.0
2014/15,Number of people in treatment,Thurrock,,Units,Count,E06000034,325.0
