Year,Region,Local Authority,Gender,Ethnicity,Free School Meals,Learning category,Learning sub-category (higher),Observation status,Unit multiplier,Unit measure,GeoCode,Value
2021/22,North West,Lancashire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,76.5
2021/22,North West,Lancashire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,80.6
2021/22,North West,Lancashire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,81.4
2021/22,North West,Liverpool,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000012,69.1
2021/22,North West,Liverpool,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000012,75.1
2021/22,North West,Liverpool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000012,79.7
2021/22,North West,Liverpool,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000012,81.7
2021/22,North West,Manchester,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000003,62.3
2021/22,North West,Manchester,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000003,68.0
2021/22,North West,Manchester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000003,73.7
2021/22,North West,Manchester,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000003,75.7
2021/22,North West,Oldham,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000004,68.2
2021/22,North West,Oldham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000004,72.9
2021/22,North West,Oldham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000004,77.3
2021/22,North West,Oldham,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000004,79.8
2021/22,North West,Rochdale,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000005,68.3
2021/22,North West,Rochdale,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000005,73.9
2021/22,North West,Rochdale,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000005,79.4
2021/22,North West,Rochdale,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000005,79.8
2021/22,North West,Salford,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000006,67.7
2021/22,North West,Salford,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000006,73.4
2021/22,North West,Salford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000006,79.4
2021/22,North West,Salford,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000006,81.0
2021/22,North West,Sefton,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000014,70.0
2021/22,North West,Sefton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000014,76.4
2021/22,North West,Sefton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000014,79.9
2021/22,North West,Sefton,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000014,82.3
2021/22,North West,St. Helens,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000013,70.1
2021/22,North West,St. Helens,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000013,76.2
2021/22,North West,St. Helens,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000013,80.2
2021/22,North West,St. Helens,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000013,81.7
2021/22,North West,Stockport,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000007,74.5
2021/22,North West,Stockport,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000007,80.4
2021/22,North West,Stockport,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000007,82.7
2021/22,North West,Stockport,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000007,85.1
2021/22,North West,Tameside,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000008,70.0
2021/22,North West,Tameside,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000008,76.2
2021/22,North West,Tameside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000008,80.2
2021/22,North West,Tameside,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000008,81.4
2021/22,North West,Trafford,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000009,79.1
2021/22,North West,Trafford,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000009,84.8
2021/22,North West,Trafford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000009,87.1
2021/22,North West,Trafford,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000009,88.6
2021/22,North West,Warrington,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000007,77.4
2021/22,North West,Warrington,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000007,81.4
2021/22,North West,Warrington,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000007,84.6
2021/22,North West,Warrington,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000007,86.1
2021/22,North West,Wigan,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000010,70.4
2021/22,North West,Wigan,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000010,75.3
2021/22,North West,Wigan,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000010,79.6
2021/22,North West,Wigan,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000010,81.0
2021/22,North West,Wirral,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000015,69.9
2021/22,North West,Wirral,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000015,74.9
2021/22,North West,Wirral,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000015,79.6
2021/22,North West,Wirral,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000015,82.0
2021/22,Yorkshire and The Humber,Barnsley,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000016,72.6
2021/22,Yorkshire and The Humber,Barnsley,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000016,78.5
2021/22,Yorkshire and The Humber,Barnsley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000016,81.2
2021/22,Yorkshire and The Humber,Barnsley,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000016,81.2
2021/22,Yorkshire and The Humber,Bradford,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000032,71.5
2021/22,Yorkshire and The Humber,Bradford,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000032,77.1
2021/22,Yorkshire and The Humber,Bradford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000032,81.0
2021/22,Yorkshire and The Humber,Bradford,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000032,81.9
2021/22,Yorkshire and The Humber,Calderdale,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000033,74.3
2021/22,Yorkshire and The Humber,Calderdale,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000033,79.5
2021/22,Yorkshire and The Humber,Calderdale,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000033,81.6
2021/22,Yorkshire and The Humber,Calderdale,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000033,83.9
2021/22,Yorkshire and The Humber,Doncaster,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000017,74.6
2021/22,Yorkshire and The Humber,Doncaster,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000017,80.3
2021/22,Yorkshire and The Humber,Doncaster,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000017,83.3
2021/22,Yorkshire and The Humber,Doncaster,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000017,84.9
2021/22,Yorkshire and The Humber,East Riding of Yorkshire,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000011,76.4
2021/22,Yorkshire and The Humber,East Riding of Yorkshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000011,82.0
2021/22,Yorkshire and The Humber,East Riding of Yorkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000011,85.2
2021/22,Yorkshire and The Humber,East Riding of Yorkshire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000011,87.8
2021/22,Yorkshire and The Humber,"Kingston upon Hull, City of",,,,Prime areas of learning,,Normal value,Units,Percentage (%),,72.0
2021/22,Yorkshire and The Humber,"Kingston upon Hull, City of",,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,76.6
2021/22,Yorkshire and The Humber,"Kingston upon Hull, City of",,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,81.4
2021/22,Yorkshire and The Humber,"Kingston upon Hull, City of",,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,81.6
2021/22,Yorkshire and The Humber,Kirklees,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000034,72.5
2021/22,Yorkshire and The Humber,Kirklees,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000034,77.7
2021/22,Yorkshire and The Humber,Kirklees,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000034,83.2
2021/22,Yorkshire and The Humber,Kirklees,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000034,84.5
2021/22,Yorkshire and The Humber,Leeds,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000035,70.9
2021/22,Yorkshire and The Humber,Leeds,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000035,77.7
2021/22,Yorkshire and The Humber,Leeds,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000035,80.0
2021/22,Yorkshire and The Humber,Leeds,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000035,81.8
2021/22,Yorkshire and The Humber,North East Lincolnshire,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000012,72.7
2021/22,Yorkshire and The Humber,North East Lincolnshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000012,78.6
2021/22,Yorkshire and The Humber,North East Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000012,82.0
2021/22,Yorkshire and The Humber,North East Lincolnshire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000012,82.9
2021/22,Yorkshire and The Humber,North Lincolnshire,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000013,77.3
2021/22,Yorkshire and The Humber,North Lincolnshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000013,81.1
2021/22,Yorkshire and The Humber,North Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000013,84.3
2021/22,Yorkshire and The Humber,North Lincolnshire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000013,86.6
2021/22,Yorkshire and The Humber,North Yorkshire,,,,Prime areas of learning,,Normal value,Units,Percentage (%),,78.0
2021/22,Yorkshire and The Humber,North Yorkshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,83.5
2021/22,Yorkshire and The Humber,North Yorkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.3
2021/22,Yorkshire and The Humber,North Yorkshire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,88.0
2021/22,Yorkshire and The Humber,Rotherham,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000018,73.4
2021/22,Yorkshire and The Humber,Rotherham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000018,78.7
2021/22,Yorkshire and The Humber,Rotherham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000018,82.1
2021/22,Yorkshire and The Humber,Rotherham,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000018,83.4
2021/22,Yorkshire and The Humber,Sheffield,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000019,75.4
2021/22,Yorkshire and The Humber,Sheffield,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000019,80.8
2021/22,Yorkshire and The Humber,Sheffield,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000019,84.3
2021/22,Yorkshire and The Humber,Sheffield,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000019,87.0
2021/22,Yorkshire and The Humber,Wakefield,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000036,75.3
2021/22,Yorkshire and The Humber,Wakefield,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000036,81.0
