Year,Series,Age,Country,Region,Country of birth,Disability status,Sex,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2018 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.725182695
2018 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.63571344
2018 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.427805054
2019 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.272375258
2019 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.506790623
2019 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.39093374
2019 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.071653571
2020 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.098959474
2020 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.350231875
2020 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.225815929
2000 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.44075114
2000 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.145634516
2000 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.960709181
2000 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.606620936
2001 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.95391654
2001 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.800318267
2001 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.607753009
2001 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.624091734
2002 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.032404573
2002 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.012472143
2002 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.975498866
2002 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.633457845
2003 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.67428784
2003 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.716496674
2003 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.585046452
2003 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.397071518
2004 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.29655671
2004 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.253537735
2004 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.825660206
2004 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.743158112
2005 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.104436514
2005 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.19853549
2005 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.919407558
2005 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.538810013
2006 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.853015534
2006 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.876760335
2006 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.539281797
2006 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.672718927
2007 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.557645375
2007 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.441658491
2007 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.219970198
2007 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.225291807
2008 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.417462896
2008 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.627061032
2008 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.002048326
2008 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.359410691
2009 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.097164836
2009 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.656946598
2009 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.80156325
2009 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.619524465
2010 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.915354493
2010 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.822204405
2010 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.930071299
2010 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.724262094
2011 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.551411787
2011 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.437627217
2011 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.303369467
2011 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.385379908
2012 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.291132576
2012 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.204494806
2012 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.062460988
2012 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.837283843
2013 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.464589301
2013 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,5.035194368
2013 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.722614082
2013 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.359940943
2014 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.368291114
2014 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,4.140230206
2014 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.77878328
2014 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.467136036
2015 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.499795216
2015 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.319416932
2015 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.320322447
2015 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.809808889
2016 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.255011731
2016 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.091767854
2016 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,3.004893169
2016 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.719932892
2017 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.847815298
2017 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.766851857
2017 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.537748177
2017 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.46952714
2018 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.441176241
2018 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.463878537
2018 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.748511309
2018 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.209049307
2019 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.258155422
2019 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.375440289
2019 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.121079266
2019 Q4,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.091860278
2020 Q1,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.594549412
2020 Q2,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.532444831
2020 Q3,Not seasonally adjusted,35 to 49,,,,,Male,Percentage (%),Units,Undefined,,2.783126032
2000 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.410500252
2000 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.109494901
2000 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.572363002
2000 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.608772295
2001 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.277052075
2001 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.047487281
2001 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.982203085
2001 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.709088331
2002 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.893474105
2002 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.10512037
2002 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.173023499
2002 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.930592343
2003 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.337015173
2003 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.828923969
2003 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.50167562
2003 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.512187766
2004 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.591154836
2004 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.600309378
2004 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.270829748
2004 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.244182817
2005 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.593315795
2005 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.22296132
2005 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.261790007
2005 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.383778904
2006 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.491501282
2006 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.39852688
2006 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.616723085
2006 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.405874295
2007 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.865464516
2007 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.703200693
2007 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.579598957
2007 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.410934977
2008 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.556383517
2008 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.604352943
2008 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.805262948
2008 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.754388825
2009 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.548402037
2009 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.004800283
2009 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.827128321
2009 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.096536032
2010 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.230209192
2010 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.125493278
2010 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.880479365
2010 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.755844436
2011 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.240613897
2011 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.931591066
2011 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.034070594
2011 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.944990658
2012 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.124128723
2012 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.720784323
2012 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.726080793
2012 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.582689392
2013 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.769230769
2013 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.686122554
2013 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.102765674
2013 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.725636469
2014 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.815276206
2014 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.645386143
2014 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.246130284
2014 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.917015845
2015 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.745386446
2015 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.77820541
2015 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.961238424
2015 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.881974804
2016 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.30240736
2016 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.822736522
2016 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.654446385
2016 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.601531307
2017 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.624778177
2017 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.519967091
2017 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.225598684
2017 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.297988155
2018 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.608943868
2018 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,2.867056328
2018 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.093200991
2018 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,2.990191303
2019 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.146470884
2019 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,2.851517341
2019 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.13370218
2019 Q4,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,2.739912389
2020 Q1,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.413210763
2020 Q2,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.005942498
2020 Q3,Not seasonally adjusted,50 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.214965079
2000 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.290470723
2000 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.537034473
2000 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,1.80479679
2000 Q4,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.176778861
2001 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.373088787
2001 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.597329228
2001 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.117082103
2001 Q4,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.315444045
2002 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.269750088
2002 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.149546753
2002 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.100895988
2002 Q4,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,1.864955794
2003 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.412385585
2003 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.593462747
2003 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.259269004
2003 Q4,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.031957038
2004 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.117205526
2004 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.321618132
2004 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.094670123
2004 Q4,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.120524418
2005 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.815255235
2005 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,1.884958546
2005 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.460204194
2005 Q4,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.111848174
2006 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.642375231
2006 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.580937458
2006 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.212672262
2006 Q4,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,1.863792755
2007 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.581324417
2007 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.101648318
2007 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,1.956655033
2007 Q4,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,1.387781871
2008 Q1,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.102835012
2008 Q2,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,2.319171513
2008 Q3,Not seasonally adjusted,65 and over,,,,,Male,Percentage (%),Units,Undefined,,3.257131118
