Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
2015 to 2019,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,11.5660102100685
2016 to 2020,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,13.4175432080217
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,2.15013373193221
1984 to 1988,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,4.63847318175681
1985 to 1989,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,5.50603077674487
1986 to 1990,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.47280927880029
1998 to 2002,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,3.02019269432533
1999 to 2003,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,3.0874169433363
2009 to 2013,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,4.48714045375072
2010 to 2014,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,5.75074788787317
2011 to 2015,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.19870110066254
2012 to 2016,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.44602380283778
2013 to 2017,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,7.01227084915807
2014 to 2018,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.96620399944823
2015 to 2019,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.03079681359794
2016 to 2020,Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,6.26707180973416
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060059370 (Shetland),Square km,Normal value,Units,1.49039807884782
1984 to 1988,Open water area,,,Seasonal,,,Square km,Normal value,Units,213.417396565151
1985 to 1989,Open water area,,,Seasonal,,,Square km,Normal value,Units,240.049559550459
1986 to 1990,Open water area,,,Seasonal,,,Square km,Normal value,Units,254.114852692749
1998 to 2002,Open water area,,,Seasonal,,,Square km,Normal value,Units,174.764495620263
1999 to 2003,Open water area,,,Seasonal,,,Square km,Normal value,Units,182.074846085191
2009 to 2013,Open water area,,,Seasonal,,,Square km,Normal value,Units,177.778018001508
2010 to 2014,Open water area,,,Seasonal,,,Square km,Normal value,Units,212.311271053905
2011 to 2015,Open water area,,,Seasonal,,,Square km,Normal value,Units,249.061777863604
2012 to 2016,Open water area,,,Seasonal,,,Square km,Normal value,Units,281.62812234649
2013 to 2017,Open water area,,,Seasonal,,,Square km,Normal value,Units,337.158478738806
2014 to 2018,Open water area,,,Seasonal,,,Square km,Normal value,Units,364.311968380785
2015 to 2019,Open water area,,,Seasonal,,,Square km,Normal value,Units,376.109771970389
2016 to 2020,Open water area,,,Seasonal,,,Square km,Normal value,Units,408.949703513203
2001 to 2005 (baseline),Open water area,,,Seasonal,,,Square km,Normal value,Units,120.610203971655
1987 to 1991,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1988 to 1992,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1989 to 1993,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1990 to 1994,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1991 to 1995,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1992 to 1996,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1993 to 1997,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1994 to 1998,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1995 to 1999,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1996 to 2000,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1997 to 2001,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1998 to 2002,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1999 to 2003,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2000 to 2004,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2002 to 2006,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2003 to 2007,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2004 to 2008,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2005 to 2009,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2006 to 2010,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2007 to 2011,Open water area,,,Seasonal,,,Square km,Normal value,Units,
2008 to 2012,Open water area,,,Seasonal,,,Square km,Normal value,Units,
1990 to 1994 (baseline),Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
1991 to 1995,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1992 to 1996,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1993 to 1997,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1994 to 1998,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1995 to 1999,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
1996 to 2000,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1997 to 2001,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,103.0
1998 to 2002,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,105.0
1999 to 2003,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,105.0
2000 to 2004,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,104.0
2001 to 2005,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2002 to 2006,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
2003 to 2007,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
2004 to 2008,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,100.0
2005 to 2009,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
2006 to 2010,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2007 to 2011,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2008 to 2012,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2009 to 2013,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2010 to 2014,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,104.0
2011 to 2015,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,103.0
2012 to 2016,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,104.0
2013 to 2017,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,103.0
2014 to 2018,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,102.0
2015 to 2019,Nationally derived quantity of groundwater,,,,,2060048790 (Central South East England),% change from baseline,Normal value,Units,101.0
1990 to 1994 (baseline),Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
1991 to 1995,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
1992 to 1996,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
1993 to 1997,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
1994 to 1998,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
1995 to 1999,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,99.0
1996 to 2000,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,101.0
1997 to 2001,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,102.0
1998 to 2002,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,103.0
1999 to 2003,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,102.0
2000 to 2004,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,102.0
2001 to 2005,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,99.0
2002 to 2006,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,99.0
2003 to 2007,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,99.0
2004 to 2008,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
2005 to 2009,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
2006 to 2010,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,101.0
2007 to 2011,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
2008 to 2012,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
2009 to 2013,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,99.0
2010 to 2014,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
2011 to 2015,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
2012 to 2016,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,101.0
2013 to 2017,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
2014 to 2018,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,100.0
2015 to 2019,Nationally derived quantity of groundwater,,,,,2060048980 (Central South West England),% change from baseline,Normal value,Units,99.0
1990 to 1994 (baseline),Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,100.0
1991 to 1995,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,100.0
1992 to 1996,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,101.0
1993 to 1997,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,101.0
1994 to 1998,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,101.0
1995 to 1999,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,101.0
1996 to 2000,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
1997 to 2001,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
1998 to 2002,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,103.0
1999 to 2003,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
2000 to 2004,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
2001 to 2005,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,101.0
2002 to 2006,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,101.0
2003 to 2007,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,101.0
2004 to 2008,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
2005 to 2009,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
2006 to 2010,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
2007 to 2011,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
2008 to 2012,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
2009 to 2013,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,102.0
2010 to 2014,Nationally derived quantity of groundwater,,,,,2060048990 (South West England),% change from baseline,Normal value,Units,103.0
