Year,Series,Seasonally adjusted or not,Age,Sex,Units,Unit multiplier,Observation status,Value
2002 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.56365794
2002 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.99354547
2002 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.2232888
2003 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.02371802
2003 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.56102098
2003 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.8419694
2003 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.10077724
2004 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,11.80368831
2004 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.13896109
2004 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,15.19967437
2004 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.94977757
2005 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.79093941
2005 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.9508571
2005 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,15.24348021
2005 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.92028013
2006 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.38818257
2006 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.88309061
2006 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,16.05550468
2006 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.3557828
2007 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.370472
2007 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.44591534
2007 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,15.48162465
2007 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.96146656
2008 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.7129924
2008 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.23301088
2008 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,16.05664263
2008 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.70063046
2009 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.42328868
2009 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.97374566
2009 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,17.20371147
2009 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.44571283
2010 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.73148099
2010 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.11636081
2010 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,17.04069845
2010 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,15.45394899
2011 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.51180241
2011 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,15.24899293
2011 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,18.64284229
2011 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,16.07774149
2012 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,15.42693923
2012 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,15.66575939
2012 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,16.76989782
2012 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.39053608
2013 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.18612745
2013 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.3843696
2013 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,16.66501918
2013 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.82744657
2014 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.57749984
2014 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.75105623
2014 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,14.983579
2014 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.94772429
2015 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.03081037
2015 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.20726563
2015 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.44179831
2015 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,11.46787025
2016 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,11.19993308
2016 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,11.27817847
2016 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.60178662
2016 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,11.11372183
2017 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.37592259
2017 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.66655818
2017 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.84440619
2017 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.87479524
2018 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.57810292
2018 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.60632715
2018 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.45241982
2018 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.97466585
2019 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.2740938
2019 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,11.06395728
2019 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,13.12235518
2019 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.73916215
2020 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,10.41598816
2020 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,11.05889832
2020 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.54647203
2020 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,11.54508685
2021 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,9.767211982
