Year,Fatality,Employment status,Industry,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2015,Non-fatal,,Construction,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,414.0
2015,Non-fatal,,Construction,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,477.0
2015,Non-fatal,,Construction,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,468.0
2015,Non-fatal,,Construction,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,322.0
2015,Non-fatal,,Construction,Female,,"Rate per 100,000 workers",Units,Undefined,39.0
2015,Non-fatal,,Construction,Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,56.0
2015,Non-fatal,,Construction,Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,23.0
2015,Non-fatal,,Construction,Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,19.0
2015,Non-fatal,,Construction,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,35.0
2015,Non-fatal,,Construction,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,17.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,,"Rate per 100,000 workers",Units,Undefined,266.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,16 to 19,"Rate per 100,000 workers",Units,Undefined,97.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,20 to 24,"Rate per 100,000 workers",Units,Undefined,174.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,25 to 34,"Rate per 100,000 workers",Units,Undefined,201.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,201.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,45 to 54,"Rate per 100,000 workers",Units,Undefined,224.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,55 to 59,"Rate per 100,000 workers",Units,Undefined,265.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,60 to 64,"Rate per 100,000 workers",Units,Undefined,264.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,65 and over,"Rate per 100,000 workers",Units,Undefined,201.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,,"Rate per 100,000 workers",Units,Undefined,302.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,102.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,200.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,235.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,244.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,252.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,293.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,288.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,219.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,,"Rate per 100,000 workers",Units,Undefined,231.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,16 to 19,"Rate per 100,000 workers",Units,Undefined,93.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,148.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,161.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,155.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,201.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,242.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,60 to 64,"Rate per 100,000 workers",Units,Undefined,242.0
2015,Non-fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,65 and over,"Rate per 100,000 workers",Units,Undefined,187.0
2015,Non-fatal,,Transportation and storage,,,"Rate per 100,000 workers",Units,Undefined,828.0
2015,Non-fatal,,Transportation and storage,,16 to 19,"Rate per 100,000 workers",Units,Undefined,527.0
2015,Non-fatal,,Transportation and storage,,20 to 24,"Rate per 100,000 workers",Units,Undefined,689.0
2015,Non-fatal,,Transportation and storage,,25 to 34,"Rate per 100,000 workers",Units,Undefined,579.0
2015,Non-fatal,,Transportation and storage,,35 to 44,"Rate per 100,000 workers",Units,Undefined,613.0
2015,Non-fatal,,Transportation and storage,,45 to 54,"Rate per 100,000 workers",Units,Undefined,663.0
2015,Non-fatal,,Transportation and storage,,55 to 59,"Rate per 100,000 workers",Units,Undefined,630.0
2015,Non-fatal,,Transportation and storage,,60 to 64,"Rate per 100,000 workers",Units,Undefined,800.0
2015,Non-fatal,,Transportation and storage,,65 and over,"Rate per 100,000 workers",Units,Undefined,539.0
2015,Non-fatal,,Transportation and storage,Male,,"Rate per 100,000 workers",Units,Undefined,947.0
2015,Non-fatal,,Transportation and storage,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,506.0
2015,Non-fatal,,Transportation and storage,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,821.0
2015,Non-fatal,,Transportation and storage,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,709.0
2015,Non-fatal,,Transportation and storage,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,715.0
2015,Non-fatal,,Transportation and storage,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,742.0
2015,Non-fatal,,Transportation and storage,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,683.0
2015,Non-fatal,,Transportation and storage,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,904.0
2015,Non-fatal,,Transportation and storage,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,622.0
2015,Non-fatal,,Transportation and storage,Female,,"Rate per 100,000 workers",Units,Undefined,433.0
2015,Non-fatal,,Transportation and storage,Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,407.0
2015,Non-fatal,,Transportation and storage,Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,243.0
2015,Non-fatal,,Transportation and storage,Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,273.0
2015,Non-fatal,,Transportation and storage,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,377.0
2015,Non-fatal,,Transportation and storage,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,409.0
2015,Non-fatal,,Transportation and storage,Female,60 to 64,"Rate per 100,000 workers",Units,Undefined,351.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,,"Rate per 100,000 workers",Units,Undefined,80.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,16 to 19,"Rate per 100,000 workers",Units,Undefined,70.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,20 to 24,"Rate per 100,000 workers",Units,Undefined,50.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,42.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,50.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,76.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,118.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,60 to 64,"Rate per 100,000 workers",Units,Undefined,120.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,65 and over,"Rate per 100,000 workers",Units,Undefined,98.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,,"Rate per 100,000 workers",Units,Undefined,91.0
2015,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,93.0
