Year,Series,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2011,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.005303370843721753
2013,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.008779904288156178
2014,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.005225692976532772
2015,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2002,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,4.0
2003,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2004,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,5.0
2005,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,5.0
2006,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,3.0
2007,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,7.0
2008,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,5.0
2009,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,6.0
2010,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2012,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,3.0
2013,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,5.0
2014,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,3.0
2015,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2016,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,9.0
2017,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2018,,,Exposure to other and unspecified forces of nature,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2001,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,,Exposure to sunlight,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2004,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2005,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2006,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2007,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2008,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2009,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2010,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2012,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2013,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2014,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2015,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2016,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2017,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2018,,,Exposure to sunlight,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2001,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2002,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2004,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2005,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2006,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2007,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2008,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2009,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2010,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2012,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2013,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2014,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2015,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2016,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2017,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2018,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2001,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2004,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2005,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2006,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2007,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2008,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2009,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2010,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2012,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2013,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2014,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2015,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2016,,,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
