Year,Units,Local Authority,Deprivation decile,Unit multiplier,Unit measure,Value
2018/19,Estimated prevalence,West Sussex,,Units,Number,7147.666667
2010/11,Met need (%),West Sussex,,Units,Percentage (%),15.57700746
2011/12,Met need (%),West Sussex,,Units,Percentage (%),15.57700746
2012/13,Met need (%),West Sussex,,Units,Percentage (%),14.87397421
2013/14,Met need (%),West Sussex,,Units,Percentage (%),13.09762382
2014/15,Met need (%),West Sussex,,Units,Percentage (%),11.91330558
2015/16,Met need (%),West Sussex,,Units,Percentage (%),11.33864761
2016/17,Met need (%),West Sussex,,Units,Percentage (%),15.0789177
2017/18,Met need (%),West Sussex,,Units,Percentage (%),18.80922076
2018/19,Met need (%),West Sussex,,Units,Percentage (%),21.7553514
2010/11,Number of people in treatment,West Sussex,,Units,Count,1065
2011/12,Number of people in treatment,West Sussex,,Units,Count,1065
2012/13,Number of people in treatment,West Sussex,,Units,Count,1015
2013/14,Number of people in treatment,West Sussex,,Units,Count,915
2014/15,Number of people in treatment,West Sussex,,Units,Count,830
2015/16,Number of people in treatment,West Sussex,,Units,Count,825
2016/17,Number of people in treatment,West Sussex,,Units,Count,1070
2017/18,Number of people in treatment,West Sussex,,Units,Count,1330
2018/19,Number of people in treatment,West Sussex,,Units,Count,1555
2010/11,Estimated prevalence,Westminster,,Units,Number,2706
2011/12,Estimated prevalence,Westminster,,Units,Number,2669
2012/13,Estimated prevalence,Westminster,,Units,Number,2695
2013/14,Estimated prevalence,Westminster,,Units,Number,2759
2014/15,Estimated prevalence,Westminster,,Units,Number,2728
2015/16,Estimated prevalence,Westminster,,Units,Number,2773
2016/17,Estimated prevalence,Westminster,,Units,Number,2744
2017/18,Estimated prevalence,Westminster,,Units,Number,2689
2018/19,Estimated prevalence,Westminster,,Units,Number,2735.333333
2010/11,Met need (%),Westminster,,Units,Percentage (%),24.94456763
2011/12,Met need (%),Westminster,,Units,Percentage (%),26.60172349
2012/13,Met need (%),Westminster,,Units,Percentage (%),30.98330241
2013/14,Met need (%),Westminster,,Units,Percentage (%),33.16418992
2014/15,Met need (%),Westminster,,Units,Percentage (%),31.8914956
2015/16,Met need (%),Westminster,,Units,Percentage (%),28.48900108
2016/17,Met need (%),Westminster,,Units,Percentage (%),26.78571429
2017/18,Met need (%),Westminster,,Units,Percentage (%),28.44923763
2018/19,Met need (%),Westminster,,Units,Percentage (%),25.48135511
2010/11,Number of people in treatment,Westminster,,Units,Count,675
2011/12,Number of people in treatment,Westminster,,Units,Count,710
2012/13,Number of people in treatment,Westminster,,Units,Count,835
2013/14,Number of people in treatment,Westminster,,Units,Count,915
2014/15,Number of people in treatment,Westminster,,Units,Count,870
2015/16,Number of people in treatment,Westminster,,Units,Count,790
2016/17,Number of people in treatment,Westminster,,Units,Count,735
2017/18,Number of people in treatment,Westminster,,Units,Count,765
2018/19,Number of people in treatment,Westminster,,Units,Count,697
2018/19,Number of people in treatment,Westminster,,Units,Count,695
2010/11,Estimated prevalence,Wigan,,Units,Number,4336
2011/12,Estimated prevalence,Wigan,,Units,Number,4351
2012/13,Estimated prevalence,Wigan,,Units,Number,4304
2013/14,Estimated prevalence,Wigan,,Units,Number,4489
2014/15,Estimated prevalence,Wigan,,Units,Number,4484
2015/16,Estimated prevalence,Wigan,,Units,Number,4242
2016/17,Estimated prevalence,Wigan,,Units,Number,4194
2017/18,Estimated prevalence,Wigan,,Units,Number,4207
2018/19,Estimated prevalence,Wigan,,Units,Number,4214.333333
2010/11,Met need (%),Wigan,,Units,Percentage (%),20.1798893
2011/12,Met need (%),Wigan,,Units,Percentage (%),22.40864169
2012/13,Met need (%),Wigan,,Units,Percentage (%),24.9767658
2013/14,Met need (%),Wigan,,Units,Percentage (%),23.94742704
2014/15,Met need (%),Wigan,,Units,Percentage (%),22.07850134
2015/16,Met need (%),Wigan,,Units,Percentage (%),27.22772277
2016/17,Met need (%),Wigan,,Units,Percentage (%),27.42012399
2017/18,Met need (%),Wigan,,Units,Percentage (%),28.16734015
2018/19,Met need (%),Wigan,,Units,Percentage (%),24.39294471
2010/11,Number of people in treatment,Wigan,,Units,Count,875
2011/12,Number of people in treatment,Wigan,,Units,Count,975
2012/13,Number of people in treatment,Wigan,,Units,Count,1075
2013/14,Number of people in treatment,Wigan,,Units,Count,1075
2014/15,Number of people in treatment,Wigan,,Units,Count,990
2015/16,Number of people in treatment,Wigan,,Units,Count,1155
2016/17,Number of people in treatment,Wigan,,Units,Count,1150
2017/18,Number of people in treatment,Wigan,,Units,Count,1185
2018/19,Number of people in treatment,Wigan,,Units,Count,1028
2018/19,Number of people in treatment,Wigan,,Units,Count,1030
2010/11,Estimated prevalence,Wiltshire,,Units,Number,3687
2011/12,Estimated prevalence,Wiltshire,,Units,Number,3694
2012/13,Estimated prevalence,Wiltshire,,Units,Number,3696
2013/14,Estimated prevalence,Wiltshire,,Units,Number,3787
2014/15,Estimated prevalence,Wiltshire,,Units,Number,3777
2015/16,Estimated prevalence,Wiltshire,,Units,Number,3994
2016/17,Estimated prevalence,Wiltshire,,Units,Number,3892
2017/18,Estimated prevalence,Wiltshire,,Units,Number,3902
2018/19,Estimated prevalence,Wiltshire,,Units,Number,3929.333333
2010/11,Met need (%),Wiltshire,,Units,Percentage (%),27.12232167
2011/12,Met need (%),Wiltshire,,Units,Percentage (%),17.46074716
2012/13,Met need (%),Wiltshire,,Units,Percentage (%),15.42207792
2013/14,Met need (%),Wiltshire,,Units,Percentage (%),16.89992078
2014/15,Met need (%),Wiltshire,,Units,Percentage (%),22.10749272
2015/16,Met need (%),Wiltshire,,Units,Percentage (%),22.28342514
2016/17,Met need (%),Wiltshire,,Units,Percentage (%),20.29804728
2017/18,Met need (%),Wiltshire,,Units,Percentage (%),19.22091235
2018/19,Met need (%),Wiltshire,,Units,Percentage (%),17.94197489
2010/11,Number of people in treatment,Wiltshire,,Units,Count,1000
2011/12,Number of people in treatment,Wiltshire,,Units,Count,645
2012/13,Number of people in treatment,Wiltshire,,Units,Count,570
2013/14,Number of people in treatment,Wiltshire,,Units,Count,640
2014/15,Number of people in treatment,Wiltshire,,Units,Count,835
2015/16,Number of people in treatment,Wiltshire,,Units,Count,890
2016/17,Number of people in treatment,Wiltshire,,Units,Count,790
2017/18,Number of people in treatment,Wiltshire,,Units,Count,750
2018/19,Number of people in treatment,Wiltshire,,Units,Count,705
2010/11,Estimated prevalence,Windsor and Maidenhead,,Units,Number,950
2011/12,Estimated prevalence,Windsor and Maidenhead,,Units,Number,956
2012/13,Estimated prevalence,Windsor and Maidenhead,,Units,Number,954
2013/14,Estimated prevalence,Windsor and Maidenhead,,Units,Number,974
2014/15,Estimated prevalence,Windsor and Maidenhead,,Units,Number,982
2015/16,Estimated prevalence,Windsor and Maidenhead,,Units,Number,988
2016/17,Estimated prevalence,Windsor and Maidenhead,,Units,Number,932
2017/18,Estimated prevalence,Windsor and Maidenhead,,Units,Number,991
2018/19,Estimated prevalence,Windsor and Maidenhead,,Units,Number,970.3333333
2010/11,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),20
2011/12,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),19.87447699
2012/13,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),26.72955975
2013/14,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),24.64065708
2014/15,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),24.9490835
2015/16,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),26.31578947
2016/17,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),22.53218884
2017/18,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),21.19071645
2018/19,Met need (%),Windsor and Maidenhead,,Units,Percentage (%),23.2909653
2010/11,Number of people in treatment,Windsor and Maidenhead,,Units,Count,190
2011/12,Number of people in treatment,Windsor and Maidenhead,,Units,Count,190
2012/13,Number of people in treatment,Windsor and Maidenhead,,Units,Count,255
2013/14,Number of people in treatment,Windsor and Maidenhead,,Units,Count,240
2014/15,Number of people in treatment,Windsor and Maidenhead,,Units,Count,245
2015/16,Number of people in treatment,Windsor and Maidenhead,,Units,Count,260
2016/17,Number of people in treatment,Windsor and Maidenhead,,Units,Count,210
2017/18,Number of people in treatment,Windsor and Maidenhead,,Units,Count,210
2018/19,Number of people in treatment,Windsor and Maidenhead,,Units,Count,226
2018/19,Number of people in treatment,Windsor and Maidenhead,,Units,Count,225
2010/11,Estimated prevalence,Wirral,,Units,Number,4631
2011/12,Estimated prevalence,Wirral,,Units,Number,4661
2012/13,Estimated prevalence,Wirral,,Units,Number,4623
2013/14,Estimated prevalence,Wirral,,Units,Number,4906
2014/15,Estimated prevalence,Wirral,,Units,Number,4891
2015/16,Estimated prevalence,Wirral,,Units,Number,5148
2016/17,Estimated prevalence,Wirral,,Units,Number,4862
2017/18,Estimated prevalence,Wirral,,Units,Number,5033
2018/19,Estimated prevalence,Wirral,,Units,Number,5014.333333
2010/11,Met need (%),Wirral,,Units,Percentage (%),30.77089182
2011/12,Met need (%),Wirral,,Units,Percentage (%),31.00193092
2012/13,Met need (%),Wirral,,Units,Percentage (%),28.98550725
2013/14,Met need (%),Wirral,,Units,Percentage (%),28.94415002
2014/15,Met need (%),Wirral,,Units,Percentage (%),29.0329176
2015/16,Met need (%),Wirral,,Units,Percentage (%),26.61227661
2016/17,Met need (%),Wirral,,Units,Percentage (%),28.07486631
2017/18,Met need (%),Wirral,,Units,Percentage (%),25.23345917
2018/19,Met need (%),Wirral,,Units,Percentage (%),23.87156817
2010/11,Number of people in treatment,Wirral,,Units,Count,1425
2011/12,Number of people in treatment,Wirral,,Units,Count,1445
2012/13,Number of people in treatment,Wirral,,Units,Count,1340
2013/14,Number of people in treatment,Wirral,,Units,Count,1420
2014/15,Number of people in treatment,Wirral,,Units,Count,1420
2015/16,Number of people in treatment,Wirral,,Units,Count,1370
2016/17,Number of people in treatment,Wirral,,Units,Count,1365
2017/18,Number of people in treatment,Wirral,,Units,Count,1270
2018/19,Number of people in treatment,Wirral,,Units,Count,1197
2018/19,Number of people in treatment,Wirral,,Units,Count,1195
2010/11,Estimated prevalence,Wokingham,,Units,Number,767
2011/12,Estimated prevalence,Wokingham,,Units,Number,765
2012/13,Estimated prevalence,Wokingham,,Units,Number,768
2013/14,Estimated prevalence,Wokingham,,Units,Number,774
2014/15,Estimated prevalence,Wokingham,,Units,Number,777
2015/16,Estimated prevalence,Wokingham,,Units,Number,803
2016/17,Estimated prevalence,Wokingham,,Units,Number,816
2017/18,Estimated prevalence,Wokingham,,Units,Number,828
2018/19,Estimated prevalence,Wokingham,,Units,Number,815.6666667
2010/11,Met need (%),Wokingham,,Units,Percentage (%),3.259452412
2011/12,Met need (%),Wokingham,,Units,Percentage (%),11.76470588
2012/13,Met need (%),Wokingham,,Units,Percentage (%),19.53125
2013/14,Met need (%),Wokingham,,Units,Percentage (%),21.96382429
2014/15,Met need (%),Wokingham,,Units,Percentage (%),22.52252252
2015/16,Met need (%),Wokingham,,Units,Percentage (%),23.66127024
2016/17,Met need (%),Wokingham,,Units,Percentage (%),17.76960784
2017/18,Met need (%),Wokingham,,Units,Percentage (%),17.51207729
2018/19,Met need (%),Wokingham,,Units,Percentage (%),19.49325705
2010/11,Number of people in treatment,Wokingham,,Units,Count,25
2011/12,Number of people in treatment,Wokingham,,Units,Count,90
2012/13,Number of people in treatment,Wokingham,,Units,Count,150
2013/14,Number of people in treatment,Wokingham,,Units,Count,170
2014/15,Number of people in treatment,Wokingham,,Units,Count,175
2015/16,Number of people in treatment,Wokingham,,Units,Count,190
2016/17,Number of people in treatment,Wokingham,,Units,Count,145
2017/18,Number of people in treatment,Wokingham,,Units,Count,145
2018/19,Number of people in treatment,Wokingham,,Units,Count,159
2018/19,Number of people in treatment,Wokingham,,Units,Count,160
2010/11,Estimated prevalence,Wolverhampton,,Units,Number,3453
2011/12,Estimated prevalence,Wolverhampton,,Units,Number,3443
2012/13,Estimated prevalence,Wolverhampton,,Units,Number,3427
2013/14,Estimated prevalence,Wolverhampton,,Units,Number,3613
2014/15,Estimated prevalence,Wolverhampton,,Units,Number,3591
2015/16,Estimated prevalence,Wolverhampton,,Units,Number,3650
2016/17,Estimated prevalence,Wolverhampton,,Units,Number,3565
2017/18,Estimated prevalence,Wolverhampton,,Units,Number,3375
2018/19,Estimated prevalence,Wolverhampton,,Units,Number,3530
2010/11,Met need (%),Wolverhampton,,Units,Percentage (%),21.57544164
2011/12,Met need (%),Wolverhampton,,Units,Percentage (%),22.79988382
2012/13,Met need (%),Wolverhampton,,Units,Percentage (%),24.94893493
2013/14,Met need (%),Wolverhampton,,Units,Percentage (%),25.6019928
2014/15,Met need (%),Wolverhampton,,Units,Percentage (%),23.25257588
2015/16,Met need (%),Wolverhampton,,Units,Percentage (%),17.67123288
2016/17,Met need (%),Wolverhampton,,Units,Percentage (%),20.33660589
2017/18,Met need (%),Wolverhampton,,Units,Percentage (%),21.03703704
2018/19,Met need (%),Wolverhampton,,Units,Percentage (%),18.61189802
2010/11,Number of people in treatment,Wolverhampton,,Units,Count,745
2011/12,Number of people in treatment,Wolverhampton,,Units,Count,785
2012/13,Number of people in treatment,Wolverhampton,,Units,Count,855
2013/14,Number of people in treatment,Wolverhampton,,Units,Count,925
2014/15,Number of people in treatment,Wolverhampton,,Units,Count,835
2015/16,Number of people in treatment,Wolverhampton,,Units,Count,645
2016/17,Number of people in treatment,Wolverhampton,,Units,Count,725
2017/18,Number of people in treatment,Wolverhampton,,Units,Count,710
2018/19,Number of people in treatment,Wolverhampton,,Units,Count,657
2018/19,Number of people in treatment,Wolverhampton,,Units,Count,660
2010/11,Estimated prevalence,Worcestershire,,Units,Number,5282
2011/12,Estimated prevalence,Worcestershire,,Units,Number,5292
2012/13,Estimated prevalence,Worcestershire,,Units,Number,5293
2013/14,Estimated prevalence,Worcestershire,,Units,Number,5400
2014/15,Estimated prevalence,Worcestershire,,Units,Number,5407
2015/16,Estimated prevalence,Worcestershire,,Units,Number,5485
2016/17,Estimated prevalence,Worcestershire,,Units,Number,5231
2017/18,Estimated prevalence,Worcestershire,,Units,Number,5156
2018/19,Estimated prevalence,Worcestershire,,Units,Number,5290.666667
2010/11,Met need (%),Worcestershire,,Units,Percentage (%),11.92730027
2011/12,Met need (%),Worcestershire,,Units,Percentage (%),9.259259259
2012/13,Met need (%),Worcestershire,,Units,Percentage (%),13.13054978
2013/14,Met need (%),Worcestershire,,Units,Percentage (%),16.57407407
2014/15,Met need (%),Worcestershire,,Units,Percentage (%),18.40207139
2015/16,Met need (%),Worcestershire,,Units,Percentage (%),17.31996354
2016/17,Met need (%),Worcestershire,,Units,Percentage (%),20.93290002
2017/18,Met need (%),Worcestershire,,Units,Percentage (%),17.55236618
2018/19,Met need (%),Worcestershire,,Units,Percentage (%),19.44934476
2010/11,Number of people in treatment,Worcestershire,,Units,Count,630
2011/12,Number of people in treatment,Worcestershire,,Units,Count,490
2012/13,Number of people in treatment,Worcestershire,,Units,Count,695
2013/14,Number of people in treatment,Worcestershire,,Units,Count,895
2014/15,Number of people in treatment,Worcestershire,,Units,Count,995
2015/16,Number of people in treatment,Worcestershire,,Units,Count,950
2016/17,Number of people in treatment,Worcestershire,,Units,Count,1095
2017/18,Number of people in treatment,Worcestershire,,Units,Count,905
2018/19,Number of people in treatment,Worcestershire,,Units,Count,1029
2018/19,Number of people in treatment,Worcestershire,,Units,Count,1030
2010/11,Estimated prevalence,York,,Units,Number,2234
2011/12,Estimated prevalence,York,,Units,Number,2225
2012/13,Estimated prevalence,York,,Units,Number,2234
