Year,Banking service,Country,Region,County,Local Authority,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2017,Commerical bank branches and building societies,,,,South Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000028,17.7
2010,Commerical bank branches and building societies,,,,South Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000029,22.4
2011,Commerical bank branches and building societies,,,,South Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000029,19.1
2012,Commerical bank branches and building societies,,,,South Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000029,19.1
2013,Commerical bank branches and building societies,,,,South Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000029,19.1
2014,Commerical bank branches and building societies,,,,South Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000029,19.0
2015,Commerical bank branches and building societies,,,,South Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000029,19.0
2016,Commerical bank branches and building societies,,,,South Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000029,18.9
2017,Commerical bank branches and building societies,,,,South Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000029,18.9
2010,Commerical bank branches and building societies,,,,Stirling,Undefined,Units,"Number per 100,000 adults",S12000030,27.9
2011,Commerical bank branches and building societies,,,,Stirling,Undefined,Units,"Number per 100,000 adults",S12000030,22.1
2012,Commerical bank branches and building societies,,,,Stirling,Undefined,Units,"Number per 100,000 adults",S12000030,27.5
2013,Commerical bank branches and building societies,,,,Stirling,Undefined,Units,"Number per 100,000 adults",S12000030,27.4
2014,Commerical bank branches and building societies,,,,Stirling,Undefined,Units,"Number per 100,000 adults",S12000030,27.3
2015,Commerical bank branches and building societies,,,,Stirling,Undefined,Units,"Number per 100,000 adults",S12000030,26.9
2016,Commerical bank branches and building societies,,,,Stirling,Undefined,Units,"Number per 100,000 adults",S12000030,26.7
2017,Commerical bank branches and building societies,,,,Stirling,Undefined,Units,"Number per 100,000 adults",S12000030,26.6
2010,Commerical bank branches and building societies,,,,West Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000039,33.0
2011,Commerical bank branches and building societies,,,,West Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000039,16.6
2012,Commerical bank branches and building societies,,,,West Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000039,16.6
2013,Commerical bank branches and building societies,,,,West Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000039,16.7
2014,Commerical bank branches and building societies,,,,West Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000039,16.7
2015,Commerical bank branches and building societies,,,,West Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000039,16.7
2016,Commerical bank branches and building societies,,,,West Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000039,22.3
2017,Commerical bank branches and building societies,,,,West Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000039,22.3
2010,Commerical bank branches and building societies,,,,West Lothian,Undefined,Units,"Number per 100,000 adults",S12000040,14.4
2011,Commerical bank branches and building societies,,,,West Lothian,Undefined,Units,"Number per 100,000 adults",S12000040,14.3
2012,Commerical bank branches and building societies,,,,West Lothian,Undefined,Units,"Number per 100,000 adults",S12000040,14.2
2013,Commerical bank branches and building societies,,,,West Lothian,Undefined,Units,"Number per 100,000 adults",S12000040,14.2
2014,Commerical bank branches and building societies,,,,West Lothian,Undefined,Units,"Number per 100,000 adults",S12000040,16.9
2015,Commerical bank branches and building societies,,,,West Lothian,Undefined,Units,"Number per 100,000 adults",S12000040,14.0
2016,Commerical bank branches and building societies,,,,West Lothian,Undefined,Units,"Number per 100,000 adults",S12000040,16.7
2017,Commerical bank branches and building societies,,,,West Lothian,Undefined,Units,"Number per 100,000 adults",S12000040,13.8
2010,Commerical bank branches and building societies,,,,Antrim and Newtownabbey,Undefined,Units,"Number per 100,000 adults",N09000001,18.1
2011,Commerical bank branches and building societies,,,,Antrim and Newtownabbey,Undefined,Units,"Number per 100,000 adults",N09000001,18.0
2012,Commerical bank branches and building societies,,,,Antrim and Newtownabbey,Undefined,Units,"Number per 100,000 adults",N09000001,18.0
2013,Commerical bank branches and building societies,,,,Antrim and Newtownabbey,Undefined,Units,"Number per 100,000 adults",N09000001,17.9
2014,Commerical bank branches and building societies,,,,Antrim and Newtownabbey,Undefined,Units,"Number per 100,000 adults",N09000001,14.3
2015,Commerical bank branches and building societies,,,,Antrim and Newtownabbey,Undefined,Units,"Number per 100,000 adults",N09000001,17.8
2016,Commerical bank branches and building societies,,,,Antrim and Newtownabbey,Undefined,Units,"Number per 100,000 adults",N09000001,17.7
2017,Commerical bank branches and building societies,,,,Antrim and Newtownabbey,Undefined,Units,"Number per 100,000 adults",N09000001,17.6
2010,Commerical bank branches and building societies,,,,"Armagh City, Banbridge and Craigavon",Undefined,Units,"Number per 100,000 adults",N09000002,20.2
2011,Commerical bank branches and building societies,,,,"Armagh City, Banbridge and Craigavon",Undefined,Units,"Number per 100,000 adults",N09000002,20.0
2012,Commerical bank branches and building societies,,,,"Armagh City, Banbridge and Craigavon",Undefined,Units,"Number per 100,000 adults",N09000002,17.3
2013,Commerical bank branches and building societies,,,,"Armagh City, Banbridge and Craigavon",Undefined,Units,"Number per 100,000 adults",N09000002,17.2
2014,Commerical bank branches and building societies,,,,"Armagh City, Banbridge and Craigavon",Undefined,Units,"Number per 100,000 adults",N09000002,14.6
2015,Commerical bank branches and building societies,,,,"Armagh City, Banbridge and Craigavon",Undefined,Units,"Number per 100,000 adults",N09000002,19.2
2016,Commerical bank branches and building societies,,,,"Armagh City, Banbridge and Craigavon",Undefined,Units,"Number per 100,000 adults",N09000002,21.4
2017,Commerical bank branches and building societies,,,,"Armagh City, Banbridge and Craigavon",Undefined,Units,"Number per 100,000 adults",N09000002,21.2
2010,Commerical bank branches and building societies,,,,Belfast,Undefined,Units,"Number per 100,000 adults",N09000003,28.5
2011,Commerical bank branches and building societies,,,,Belfast,Undefined,Units,"Number per 100,000 adults",N09000003,27.0
2012,Commerical bank branches and building societies,,,,Belfast,Undefined,Units,"Number per 100,000 adults",N09000003,25.5
2013,Commerical bank branches and building societies,,,,Belfast,Undefined,Units,"Number per 100,000 adults",N09000003,26.9
2014,Commerical bank branches and building societies,,,,Belfast,Undefined,Units,"Number per 100,000 adults",N09000003,23.8
2015,Commerical bank branches and building societies,,,,Belfast,Undefined,Units,"Number per 100,000 adults",N09000003,28.0
2016,Commerical bank branches and building societies,,,,Belfast,Undefined,Units,"Number per 100,000 adults",N09000003,26.5
2017,Commerical bank branches and building societies,,,,Belfast,Undefined,Units,"Number per 100,000 adults",N09000003,27.9
2010,Commerical bank branches and building societies,,,,Causeway Coast and Glens,Undefined,Units,"Number per 100,000 adults",N09000004,25.0
2011,Commerical bank branches and building societies,,,,Causeway Coast and Glens,Undefined,Units,"Number per 100,000 adults",N09000004,24.8
2012,Commerical bank branches and building societies,,,,Causeway Coast and Glens,Undefined,Units,"Number per 100,000 adults",N09000004,21.2
2013,Commerical bank branches and building societies,,,,Causeway Coast and Glens,Undefined,Units,"Number per 100,000 adults",N09000004,21.2
2014,Commerical bank branches and building societies,,,,Causeway Coast and Glens,Undefined,Units,"Number per 100,000 adults",N09000004,17.6
2015,Commerical bank branches and building societies,,,,Causeway Coast and Glens,Undefined,Units,"Number per 100,000 adults",N09000004,24.5
2016,Commerical bank branches and building societies,,,,Causeway Coast and Glens,Undefined,Units,"Number per 100,000 adults",N09000004,27.9
2017,Commerical bank branches and building societies,,,,Causeway Coast and Glens,Undefined,Units,"Number per 100,000 adults",N09000004,24.3
2010,Commerical bank branches and building societies,,,,Derry City and Strabane,Undefined,Units,"Number per 100,000 adults",N09000005,23.6
2011,Commerical bank branches and building societies,,,,Derry City and Strabane,Undefined,Units,"Number per 100,000 adults",N09000005,20.2
2012,Commerical bank branches and building societies,,,,Derry City and Strabane,Undefined,Units,"Number per 100,000 adults",N09000005,20.2
2013,Commerical bank branches and building societies,,,,Derry City and Strabane,Undefined,Units,"Number per 100,000 adults",N09000005,20.2
2014,Commerical bank branches and building societies,,,,Derry City and Strabane,Undefined,Units,"Number per 100,000 adults",N09000005,16.8
2015,Commerical bank branches and building societies,,,,Derry City and Strabane,Undefined,Units,"Number per 100,000 adults",N09000005,23.4
2016,Commerical bank branches and building societies,,,,Derry City and Strabane,Undefined,Units,"Number per 100,000 adults",N09000005,23.3
2017,Commerical bank branches and building societies,,,,Derry City and Strabane,Undefined,Units,"Number per 100,000 adults",N09000005,23.3
2010,Commerical bank branches and building societies,,,,Fermanagh and Omagh,Undefined,Units,"Number per 100,000 adults",N09000006,26.6
2011,Commerical bank branches and building societies,,,,Fermanagh and Omagh,Undefined,Units,"Number per 100,000 adults",N09000006,26.4
2012,Commerical bank branches and building societies,,,,Fermanagh and Omagh,Undefined,Units,"Number per 100,000 adults",N09000006,26.3
2013,Commerical bank branches and building societies,,,,Fermanagh and Omagh,Undefined,Units,"Number per 100,000 adults",N09000006,26.2
2014,Commerical bank branches and building societies,,,,Fermanagh and Omagh,Undefined,Units,"Number per 100,000 adults",N09000006,21.7
2015,Commerical bank branches and building societies,,,,Fermanagh and Omagh,Undefined,Units,"Number per 100,000 adults",N09000006,26.0
2016,Commerical bank branches and building societies,,,,Fermanagh and Omagh,Undefined,Units,"Number per 100,000 adults",N09000006,34.5
2017,Commerical bank branches and building societies,,,,Fermanagh and Omagh,Undefined,Units,"Number per 100,000 adults",N09000006,34.4
2010,Commerical bank branches and building societies,,,,Lisburn and Castlereagh,Undefined,Units,"Number per 100,000 adults",N09000007,18.7
2011,Commerical bank branches and building societies,,,,Lisburn and Castlereagh,Undefined,Units,"Number per 100,000 adults",N09000007,18.5
2012,Commerical bank branches and building societies,,,,Lisburn and Castlereagh,Undefined,Units,"Number per 100,000 adults",N09000007,14.7
2013,Commerical bank branches and building societies,,,,Lisburn and Castlereagh,Undefined,Units,"Number per 100,000 adults",N09000007,14.6
2014,Commerical bank branches and building societies,,,,Lisburn and Castlereagh,Undefined,Units,"Number per 100,000 adults",N09000007,10.8
2015,Commerical bank branches and building societies,,,,Lisburn and Castlereagh,Undefined,Units,"Number per 100,000 adults",N09000007,14.3
2016,Commerical bank branches and building societies,,,,Lisburn and Castlereagh,Undefined,Units,"Number per 100,000 adults",N09000007,14.2
2017,Commerical bank branches and building societies,,,,Lisburn and Castlereagh,Undefined,Units,"Number per 100,000 adults",N09000007,14.0
2010,Commerical bank branches and building societies,,,,Mid and East Antrim,Undefined,Units,"Number per 100,000 adults",N09000008,22.2
2011,Commerical bank branches and building societies,,,,Mid and East Antrim,Undefined,Units,"Number per 100,000 adults",N09000008,22.2
2012,Commerical bank branches and building societies,,,,Mid and East Antrim,Undefined,Units,"Number per 100,000 adults",N09000008,22.1
