Year,Units,Urbanisation,Urbanisation sub-category,Household composition,Age of oldest person,Age of youngest person,Income group,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Unit measure,Observation status,Unit multiplier,Value
2014,Household (%),,,,,,,,,,Other,,,Thermal comfort,Percentage (%),Undefined,Units,8.63787323247
2014,Household (%),,,,,,,,,,All minority,,,Thermal comfort,Percentage (%),Undefined,Units,6.11173168461
2014,Household (%),,,,,,,,,,,Less than 1 year,,Thermal comfort,Percentage (%),Undefined,Units,6.99604346653
2014,Household (%),,,,,,,,,,,1-4 years,,Thermal comfort,Percentage (%),Undefined,Units,6.6263102942
2014,Household (%),,,,,,,,,,,5-9 years,,Thermal comfort,Percentage (%),Undefined,Units,4.97988874079
2014,Household (%),,,,,,,,,,,10-19 years,,Thermal comfort,Percentage (%),Undefined,Units,4.505910360680001
2014,Household (%),,,,,,,,,,,20-29 years,,Thermal comfort,Percentage (%),Undefined,Units,5.654738677999999
2014,Household (%),,,,,,,,,,,30 or more years,,Thermal comfort,Percentage (%),Undefined,Units,9.99066369702
2015,Household (%),,,Couple under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.10052218157
2015,Household (%),,,Couple 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.96492424671
2015,Household (%),,,Couple with children,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,3.27338023128
2015,Household (%),,,Lone parent,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.58360832861
2015,Household (%),,,Multi-person household,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.48139017061
2015,Household (%),,,One person under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.94300935714
2015,Household (%),,,One person 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.94854789741
2015,Household (%),,,,59 and under,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.5103360426400005
2015,Household (%),,,,60 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.7167395150800004
2015,Household (%),,,,75 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.2471183005699995
2015,Household (%),,,,,4 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.1170257155400005
2015,Household (%),,,,,15 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,3.6739948359099994
2015,Household (%),,,,,16 and over,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.83602532758
2015,Household (%),,,,,,1st quintile (lowest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.17932777839
2015,Household (%),,,,,,2nd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.90684013135
2015,Household (%),,,,,,3rd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.41194264114
2015,Household (%),,,,,,4th quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.107248591559999
2015,Household (%),,,,,,5th quintile (highest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.46421811552
2015,Household (%),,,,,,,In poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.27178951742
2015,Household (%),,,,,,,Not in poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.77036692971
2015,Household (%),,,,,,,,Workless household,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.3649521028
2015,Household (%),,,,,,,,Working household,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.206323197240001
2015,Household (%),,,,,,,,,Long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,6.71148343214
2015,Household (%),,,,,,,,,No long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,5.652757376039999
2015,Household (%),,,,,,,,,,White,,,Thermal comfort,Percentage (%),Undefined,Units,5.94391702388
2015,Household (%),,,,,,,,,,Black,,,Thermal comfort,Percentage (%),Undefined,Units,5.67682070899
2015,Household (%),,,,,,,,,,Asian,,,Thermal comfort,Percentage (%),Undefined,Units,5.04405192863
2015,Household (%),,,,,,,,,,Other,,,Thermal comfort,Percentage (%),Undefined,Units,9.03747267062
2015,Household (%),,,,,,,,,,All minority,,,Thermal comfort,Percentage (%),Undefined,Units,6.285835453430001
2015,Household (%),,,,,,,,,,,Less than 1 year,,Thermal comfort,Percentage (%),Undefined,Units,6.56005491777
2015,Household (%),,,,,,,,,,,1-4 years,,Thermal comfort,Percentage (%),Undefined,Units,6.0352190947099995
2015,Household (%),,,,,,,,,,,5-9 years,,Thermal comfort,Percentage (%),Undefined,Units,5.4638955224300005
2015,Household (%),,,,,,,,,,,10-19 years,,Thermal comfort,Percentage (%),Undefined,Units,4.598623980849999
2015,Household (%),,,,,,,,,,,20-29 years,,Thermal comfort,Percentage (%),Undefined,Units,5.80427230207
2015,Household (%),,,,,,,,,,,30 or more years,,Thermal comfort,Percentage (%),Undefined,Units,8.25282331997
2016,Household (%),,,Couple under 60,,,,,,,,,,,Percentage (%),Undefined,Units,17.4842065400849
2016,Household (%),,,Couple 60 or over,,,,,,,,,,,Percentage (%),Undefined,Units,17.4441005369655
2016,Household (%),,,Couple with children,,,,,,,,,,,Percentage (%),Undefined,Units,19.040910034384503
2016,Household (%),,,Lone parent,,,,,,,,,,,Percentage (%),Undefined,Units,19.7814016073301
2016,Household (%),,,Multi-person household,,,,,,,,,,,Percentage (%),Undefined,Units,22.2046329494393
2016,Household (%),,,One person under 60,,,,,,,,,,,Percentage (%),Undefined,Units,20.395224005281698
2016,Household (%),,,One person 60 or over,,,,,,,,,,,Percentage (%),Undefined,Units,23.1333917337389
2016,Household (%),,,,59 and under,,,,,,,,,,Percentage (%),Undefined,Units,19.372149590081502
2016,Household (%),,,,60 and over,,,,,,,,,,Percentage (%),Undefined,Units,19.9600266011959
2016,Household (%),,,,75 and over,,,,,,,,,,Percentage (%),Undefined,Units,21.5190188568853
2016,Household (%),,,,,4 and under,,,,,,,,,Percentage (%),Undefined,Units,19.471069696411398
2016,Household (%),,,,,15 and under,,,,,,,,,Percentage (%),Undefined,Units,19.210248218393897
2016,Household (%),,,,,16 and over,,,,,,,,,Percentage (%),Undefined,Units,19.744745911353103
2016,Household (%),,,,,,1st quintile (lowest),,,,,,,,Percentage (%),Undefined,Units,23.0150869743271
2016,Household (%),,,,,,2nd quintile,,,,,,,,Percentage (%),Undefined,Units,21.508822133382
2016,Household (%),,,,,,3rd quintile,,,,,,,,Percentage (%),Undefined,Units,20.4927660277802
2016,Household (%),,,,,,4th quintile,,,,,,,,Percentage (%),Undefined,Units,17.870010887386
2016,Household (%),,,,,,5th quintile (highest),,,,,,,,Percentage (%),Undefined,Units,15.472039671431197
2016,Household (%),,,,,,,In poverty,,,,,,,Percentage (%),Undefined,Units,23.673926135739798
2016,Household (%),,,,,,,Not in poverty,,,,,,,Percentage (%),Undefined,Units,18.8811735896284
2016,Household (%),,,,,,,,Workless household,,,,,,Percentage (%),Undefined,Units,22.106456110527
2016,Household (%),,,,,,,,Working household,,,,,,Percentage (%),Undefined,Units,19.0318827624058
2016,Household (%),,,,,,,,,Long-term illness/disability,,,,,Percentage (%),Undefined,Units,18.829215790105103
2016,Household (%),,,,,,,,,No long-term illness/disability,,,,,Percentage (%),Undefined,Units,19.9665745203279
2016,Household (%),,,,,,,,,,White,,,,Percentage (%),Undefined,Units,19.5281544445201
2016,Household (%),,,,,,,,,,Black,,,,Percentage (%),Undefined,Units,19.054391577273897
2016,Household (%),,,,,,,,,,Asian,,,,Percentage (%),Undefined,Units,22.5485846587896
2016,Household (%),,,,,,,,,,Other,,,,Percentage (%),Undefined,Units,17.5197301724542
2016,Household (%),,,,,,,,,,All minority,,,,Percentage (%),Undefined,Units,20.1576433259327
2016,Household (%),,,,,,,,,,,Less than 1 year,,,Percentage (%),Undefined,Units,20.953215552450303
2016,Household (%),,,,,,,,,,,1-4 years,,,Percentage (%),Undefined,Units,18.687908039895998
2016,Household (%),,,,,,,,,,,5-9 years,,,Percentage (%),Undefined,Units,17.6363676212662
2016,Household (%),,,,,,,,,,,10-19 years,,,Percentage (%),Undefined,Units,16.8780070246386
2016,Household (%),,,,,,,,,,,20-29 years,,,Percentage (%),Undefined,Units,18.898518161263002
2016,Household (%),,,,,,,,,,,30 or more years,,,Percentage (%),Undefined,Units,26.985648476257897
2016,Household (%),,,Couple under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,10.8297867538076
2016,Household (%),,,Couple 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.373416778387101
2016,Household (%),,,Couple with children,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,12.8369312209305
2016,Household (%),,,Lone parent,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,10.9402750165155
2016,Household (%),,,Multi-person household,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.082680778536501
2016,Household (%),,,One person under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,10.365369786523699
2016,Household (%),,,One person 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.5077635304305
2016,Household (%),,,,59 and under,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.532615820493
2016,Household (%),,,,60 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.688079495687099
2016,Household (%),,,,75 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.704617052536198
2016,Household (%),,,,,4 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.1923612014909
2016,Household (%),,,,,15 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,12.3216619806632
2016,Household (%),,,,,16 and over,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.324081838724801
2016,Household (%),,,,,,1st quintile (lowest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.530806200257599
2016,Household (%),,,,,,2nd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.7052955922625
2016,Household (%),,,,,,3rd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.954746162961301
2016,Household (%),,,,,,4th quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,10.8474037584689
2016,Household (%),,,,,,5th quintile (highest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,10.1017502259729
2016,Household (%),,,,,,,In poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.920179925836198
2016,Household (%),,,,,,,Not in poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,11.181996240305299
2016,Household (%),,,,,,,,Workless household,,,,,Minimum standard,Percentage (%),Undefined,Units,11.658315998240301
2016,Household (%),,,,,,,,Working household,,,,,Minimum standard,Percentage (%),Undefined,Units,11.664759101809402
2016,Household (%),,,,,,,,,Long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,11.3170195689619
2016,Household (%),,,,,,,,,No long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,11.6846980120265
2016,Household (%),,,,,,,,,,White,,,Minimum standard,Percentage (%),Undefined,Units,11.905381825423
2016,Household (%),,,,,,,,,,Black,,,Minimum standard,Percentage (%),Undefined,Units,5.9954514577545295
2016,Household (%),,,,,,,,,,Asian,,,Minimum standard,Percentage (%),Undefined,Units,11.5916913041519
2016,Household (%),,,,,,,,,,Other,,,Minimum standard,Percentage (%),Undefined,Units,8.76939523603004
2016,Household (%),,,,,,,,,,All minority,,,Minimum standard,Percentage (%),Undefined,Units,9.19288988720934
2016,Household (%),,,,,,,,,,,Less than 1 year,,Minimum standard,Percentage (%),Undefined,Units,11.7045967776861
2016,Household (%),,,,,,,,,,,1-4 years,,Minimum standard,Percentage (%),Undefined,Units,10.7810107047145
2016,Household (%),,,,,,,,,,,5-9 years,,Minimum standard,Percentage (%),Undefined,Units,9.823290463394118
2016,Household (%),,,,,,,,,,,10-19 years,,Minimum standard,Percentage (%),Undefined,Units,9.617714227756
2016,Household (%),,,,,,,,,,,20-29 years,,Minimum standard,Percentage (%),Undefined,Units,12.5784592575881
2016,Household (%),,,,,,,,,,,30 or more years,,Minimum standard,Percentage (%),Undefined,Units,17.0327781715095
2016,Household (%),,,Couple under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.76199086625152
2016,Household (%),,,Couple 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,2.33870363925436
2016,Household (%),,,Couple with children,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.7638719146491004
2016,Household (%),,,Lone parent,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.24285681312463
2016,Household (%),,,Multi-person household,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.58652026035012
2016,Household (%),,,One person under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.00734297453054
2016,Household (%),,,One person 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.91198924491859
2016,Household (%),,,,59 and under,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.8534643450463504
2016,Household (%),,,,60 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.5836765144198597
2016,Household (%),,,,75 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.7723754877183096
2016,Household (%),,,,,4 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,3.93173664740659
2016,Household (%),,,,,15 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,3.8383883675288906
2016,Household (%),,,,,16 and over,,,,,,,,Repair,Percentage (%),Undefined,Units,3.71546429684561
2016,Household (%),,,,,,1st quintile (lowest),,,,,,,Repair,Percentage (%),Undefined,Units,5.865866843436081
2016,Household (%),,,,,,2nd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,3.68306646664421
2016,Household (%),,,,,,3rd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,3.51745812221912
2016,Household (%),,,,,,4th quintile,,,,,,,Repair,Percentage (%),Undefined,Units,3.47713405806871
2016,Household (%),,,,,,5th quintile (highest),,,,,,,Repair,Percentage (%),Undefined,Units,2.3890958832805897
2016,Household (%),,,,,,,In poverty,,,,,,Repair,Percentage (%),Undefined,Units,6.10644742936813
2016,Household (%),,,,,,,Not in poverty,,,,,,Repair,Percentage (%),Undefined,Units,3.33213945458844
2016,Household (%),,,,,,,,Workless household,,,,,Repair,Percentage (%),Undefined,Units,5.200602441079321
2016,Household (%),,,,,,,,Working household,,,,,Repair,Percentage (%),Undefined,Units,3.56214115048755
2016,Household (%),,,,,,,,,Long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,3.15926697413759
2016,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,4.03191597543907
2016,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,3.7776806685752304
2016,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,2.6978232718591704
2016,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,5.88778130924694
2016,Household (%),,,,,,,,,,Other,,,Repair,Percentage (%),Undefined,Units,0.639072509247008
2016,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,3.5251848279627995
2016,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,3.69044115242486
2016,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,3.48274798644118
2016,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,3.4700702465444704
2016,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,3.26817874711465
2016,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,3.73109045082874
2016,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,5.28206945428774
2016,Household (%),,,Couple under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.936623020958467
2016,Household (%),,,Couple 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.3360362493820501
2016,Household (%),,,Couple with children,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.2006005832423998
2016,Household (%),,,Lone parent,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.89420479079942
2016,Household (%),,,Multi-person household,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.4864141829493795
2016,Household (%),,,One person under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.46364482697512
2016,Household (%),,,One person 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.266253216431741
2016,Household (%),,,,59 and under,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.70039944417117
2016,Household (%),,,,60 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.7752355575286605
2016,Household (%),,,,75 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.05760699106058
2016,Household (%),,,,,4 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.48728074650288
2016,Household (%),,,,,15 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.7682673486425098
2016,Household (%),,,,,16 and over,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.24731122298161
2016,Household (%),,,,,,1st quintile (lowest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.94818116530535
2016,Household (%),,,,,,2nd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.6793217192139505
2016,Household (%),,,,,,3rd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.02658808254023
2016,Household (%),,,,,,4th quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.9553533184425602
2016,Household (%),,,,,,5th quintile (highest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.07341033703434
2016,Household (%),,,,,,,In poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.36868487457884
2016,Household (%),,,,,,,Not in poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.89727457949032
2016,Household (%),,,,,,,,Workless household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.98670603410353
2016,Household (%),,,,,,,,Working household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.45559660083719
2016,Household (%),,,,,,,,,Long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.64712178459496
